clouds,wind_speed,hour_of_day,fire,rain,dt,day_of_week,humidity,viirs_point,temperature
37,2.2,22,0,0,01/04/1970 22:29,6,25,"viirs_point_340172_2023-05-16 00:00:00_56.56216,-121.30397",300.67
34,2.04,22,0,0,01/04/1970 22:29,6,24,"viirs_point_340172_2023-05-16 00:00:00_56.56216,-121.30397",300.82
46,2.0,22,0,0,01/04/1970 22:29,6,25,"viirs_point_340172_2023-05-16 00:00:00_56.56216,-121.30397",300.2
10,1.94,22,0,0,01/04/1970 22:29,6,26,"viirs_point_340172_2023-05-16 00:00:00_56.56216,-121.30397",299.82
6,1.57,22,0,0,01/04/1970 22:29,6,36,"viirs_point_340172_2023-05-16 00:00:00_56.56216,-121.30397",298.44
5,1.59,22,0,0,01/04/1970 22:29,6,48,"viirs_point_340172_2023-05-16 00:00:00_56.56216,-121.30397",294.92
4,1.4,22,0,0,01/04/1970 22:29,6,56,"viirs_point_340172_2023-05-16 00:00:00_56.56216,-121.30397",291.74
3,1.35,22,0,0,01/04/1970 22:29,6,58,"viirs_point_340172_2023-05-16 00:00:00_56.56216,-121.30397",290.32
3,1.02,22,0,0,01/04/1970 22:29,6,61,"viirs_point_340172_2023-05-16 00:00:00_56.56216,-121.30397",289.25
0,0.7,22,0,0,01/04/1970 22:29,6,62,"viirs_point_340172_2023-05-16 00:00:00_56.56216,-121.30397",288.68
0,0.56,22,0,0,01/04/1970 22:29,6,62,"viirs_point_340172_2023-05-16 00:00:00_56.56216,-121.30397",288.31
0,0.6,22,0,0,01/04/1970 22:29,6,64,"viirs_point_340172_2023-05-16 00:00:00_56.56216,-121.30397",287.89
0,0.32,22,0,0,01/04/1970 22:29,6,66,"viirs_point_340172_2023-05-16 00:00:00_56.56216,-121.30397",287.46
0,0.55,22,0,0,01/04/1970 22:29,6,68,"viirs_point_340172_2023-05-16 00:00:00_56.56216,-121.30397",286.83
0,0.54,22,0,0,01/04/1970 22:29,6,71,"viirs_point_340172_2023-05-16 00:00:00_56.56216,-121.30397",286.07
0,0.83,22,0,0,01/04/1970 22:29,6,70,"viirs_point_340172_2023-05-16 00:00:00_56.56216,-121.30397",287.04
0,1.22,22,0,0,01/04/1970 22:29,6,62,"viirs_point_340172_2023-05-16 00:00:00_56.56216,-121.30397",289.57
1,1.88,22,0,0,01/04/1970 22:29,6,54,"viirs_point_340172_2023-05-16 00:00:00_56.56216,-121.30397",291.94
1,2.46,22,0,0,01/04/1970 22:29,6,47,"viirs_point_340172_2023-05-16 00:00:00_56.56216,-121.30397",294.17
2,2.63,22,0,0,01/04/1970 22:29,6,42,"viirs_point_340172_2023-05-16 00:00:00_56.56216,-121.30397",296.22
2,2.35,22,0,0,01/04/1970 22:29,6,36,"viirs_point_340172_2023-05-16 00:00:00_56.56216,-121.30397",298.18
7,2.11,22,0,0,01/04/1970 22:29,6,32,"viirs_point_340172_2023-05-16 00:00:00_56.56216,-121.30397",299.91
4,1.95,22,0,0,01/04/1970 22:29,6,28,"viirs_point_340172_2023-05-16 00:00:00_56.56216,-121.30397",301.49
3,2.11,22,0,0,01/04/1970 22:29,6,25,"viirs_point_340172_2023-05-16 00:00:00_56.56216,-121.30397",302.43
