clouds,wind_speed,hour_of_day,fire,rain,dt,day_of_week,humidity,viirs_point,temperature
87,0.74,3,0,0,2022-12-11 03:00:00,6,94,"viirs_point_11957_11/12/2022_-5.50266,-49.9333",295.22
90,0.45,4,0,0,2022-12-11 04:00:00,6,96,"viirs_point_11957_11/12/2022_-5.50266,-49.9333",294.91
92,0.43,5,0,0,2022-12-11 05:00:00,6,98,"viirs_point_11957_11/12/2022_-5.50266,-49.9333",294.4
93,0.28,6,0,0,2022-12-11 06:00:00,6,99,"viirs_point_11957_11/12/2022_-5.50266,-49.9333",294.29
100,0.28,7,0,0,2022-12-11 07:00:00,6,99,"viirs_point_11957_11/12/2022_-5.50266,-49.9333",294.28
99,0.44,8,0,0,2022-12-11 08:00:00,6,99,"viirs_point_11957_11/12/2022_-5.50266,-49.9333",294.47
99,0.52,9,0,0,2022-12-11 09:00:00,6,99,"viirs_point_11957_11/12/2022_-5.50266,-49.9333",294.43
100,0.37,10,0,0,2022-12-11 10:00:00,6,96,"viirs_point_11957_11/12/2022_-5.50266,-49.9333",295.51
100,0.58,11,0,0,2022-12-11 11:00:00,6,89,"viirs_point_11957_11/12/2022_-5.50266,-49.9333",297.31
100,0.74,12,0,0,2022-12-11 12:00:00,6,75,"viirs_point_11957_11/12/2022_-5.50266,-49.9333",300.04
100,1.32,13,0,0,2022-12-11 13:00:00,6,59,"viirs_point_11957_11/12/2022_-5.50266,-49.9333",303.05
100,1.77,14,0,0,2022-12-11 14:00:00,6,50,"viirs_point_11957_11/12/2022_-5.50266,-49.9333",304.84
100,1.57,15,0,0,2022-12-11 15:00:00,6,44,"viirs_point_11957_11/12/2022_-5.50266,-49.9333",306.61
100,1.29,16,0,0,2022-12-11 16:00:00,6,40,"viirs_point_11957_11/12/2022_-5.50266,-49.9333",307.53
100,1.42,17,1,0,2022-12-11 17:00:00,6,42,"viirs_point_11957_11/12/2022_-5.50266,-49.9333",306.51
100,0.87,18,0,0,2022-12-11 18:00:00,6,50,"viirs_point_11957_11/12/2022_-5.50266,-49.9333",304.65
100,0.89,19,0,0,2022-12-11 19:00:00,6,57,"viirs_point_11957_11/12/2022_-5.50266,-49.9333",302.94
100,1.85,20,0,0,2022-12-11 20:00:00,6,57,"viirs_point_11957_11/12/2022_-5.50266,-49.9333",303.3
98,1.38,21,0,0,2022-12-11 21:00:00,6,66,"viirs_point_11957_11/12/2022_-5.50266,-49.9333",301.3
96,1.26,22,0,0,2022-12-11 22:00:00,6,75,"viirs_point_11957_11/12/2022_-5.50266,-49.9333",299.41
97,1.18,23,0,0,2022-12-11 23:00:00,6,76,"viirs_point_11957_11/12/2022_-5.50266,-49.9333",299.14
97,1.07,0,0,0,2022-12-12 00:00:00,0,81,"viirs_point_11957_11/12/2022_-5.50266,-49.9333",298.41
100,1.11,1,0,0,2022-12-12 01:00:00,0,88,"viirs_point_11957_11/12/2022_-5.50266,-49.9333",297.17
100,0.82,2,0,0,2022-12-12 02:00:00,0,90,"viirs_point_11957_11/12/2022_-5.50266,-49.9333",296.73
99,0.6,3,0,0,2022-12-12 03:00:00,0,93,"viirs_point_11957_11/12/2022_-5.50266,-49.9333",295.48
99,0.66,4,0,0,2022-12-12 04:00:00,0,94,"viirs_point_11957_11/12/2022_-5.50266,-49.9333",295.12
99,0.8,5,0,0,2022-12-12 05:00:00,0,95,"viirs_point_11957_11/12/2022_-5.50266,-49.9333",294.99
99,0.59,6,0,0,2022-12-12 06:00:00,0,96,"viirs_point_11957_11/12/2022_-5.50266,-49.9333",294.78
95,0.31,7,0,0,2022-12-12 07:00:00,0,97,"viirs_point_11957_11/12/2022_-5.50266,-49.9333",294.7
98,0.18,8,0,0,2022-12-12 08:00:00,0,97,"viirs_point_11957_11/12/2022_-5.50266,-49.9333",294.65
98,0.62,9,0,0,2022-12-12 09:00:00,0,98,"viirs_point_11957_11/12/2022_-5.50266,-49.9333",294.39
100,0.46,10,0,0,2022-12-12 10:00:00,0,99,"viirs_point_11957_11/12/2022_-5.50266,-49.9333",295.18
100,1.03,11,0,0,2022-12-12 11:00:00,0,96,"viirs_point_11957_11/12/2022_-5.50266,-49.9333",296.33
100,1.13,12,0,0,2022-12-12 12:00:00,0,86,"viirs_point_11957_11/12/2022_-5.50266,-49.9333",298.44
84,1.48,13,0,0,2022-12-12 13:00:00,0,77,"viirs_point_11957_11/12/2022_-5.50266,-49.9333",300.54
77,1.56,14,0,0,2022-12-12 14:00:00,0,70,"viirs_point_11957_11/12/2022_-5.50266,-49.9333",301.77
77,1.15,15,0,0,2022-12-12 15:00:00,0,66,"viirs_point_11957_11/12/2022_-5.50266,-49.9333",302.73
81,1.41,16,0,0,2022-12-12 16:00:00,0,62,"viirs_point_11957_11/12/2022_-5.50266,-49.9333",303.28
