clouds,wind_speed,hour_of_day,fire,rain,dt,day_of_week,humidity,viirs_point,temperature
0,8.51,4,0,0,01/05/1970 04:16,0,23,"viirs_point_360998_2023-05-28 00:00:00_-20.22579,132.30898",298.01
0,8.09,4,0,0,01/05/1970 04:16,0,23,"viirs_point_360998_2023-05-28 00:00:00_-20.22579,132.30898",297.99
3,8.0,4,0,0,01/05/1970 04:16,0,24,"viirs_point_360998_2023-05-28 00:00:00_-20.22579,132.30898",297.27
2,7.0,4,0,0,01/05/1970 04:16,0,25,"viirs_point_360998_2023-05-28 00:00:00_-20.22579,132.30898",296.09
2,5.4,4,0,0,01/05/1970 04:16,0,28,"viirs_point_360998_2023-05-28 00:00:00_-20.22579,132.30898",293.33
3,5.48,4,0,0,01/05/1970 04:16,0,31,"viirs_point_360998_2023-05-28 00:00:00_-20.22579,132.30898",291.9
3,5.76,4,0,0,01/05/1970 04:16,0,32,"viirs_point_360998_2023-05-28 00:00:00_-20.22579,132.30898",290.7
2,6.73,4,0,0,01/05/1970 04:16,0,33,"viirs_point_360998_2023-05-28 00:00:00_-20.22579,132.30898",289.98
0,7.94,4,0,0,01/05/1970 04:16,0,34,"viirs_point_360998_2023-05-28 00:00:00_-20.22579,132.30898",289.11
0,8.43,4,0,0,01/05/1970 04:16,0,34,"viirs_point_360998_2023-05-28 00:00:00_-20.22579,132.30898",288.17
0,8.24,4,0,0,01/05/1970 04:16,0,35,"viirs_point_360998_2023-05-28 00:00:00_-20.22579,132.30898",287.14
0,8.07,4,0,0,01/05/1970 04:16,0,35,"viirs_point_360998_2023-05-28 00:00:00_-20.22579,132.30898",286.13
1,7.7,4,0,0,01/05/1970 04:16,0,35,"viirs_point_360998_2023-05-28 00:00:00_-20.22579,132.30898",285.33
1,7.29,4,0,0,01/05/1970 04:16,0,35,"viirs_point_360998_2023-05-28 00:00:00_-20.22579,132.30898",284.6
2,7.13,4,0,0,01/05/1970 04:16,0,39,"viirs_point_360998_2023-05-28 00:00:00_-20.22579,132.30898",283.91
2,7.04,4,0,0,01/05/1970 04:16,0,39,"viirs_point_360998_2023-05-28 00:00:00_-20.22579,132.30898",283.24
3,7.12,4,0,0,01/05/1970 04:16,0,40,"viirs_point_360998_2023-05-28 00:00:00_-20.22579,132.30898",282.78
4,6.76,4,0,0,01/05/1970 04:16,0,41,"viirs_point_360998_2023-05-28 00:00:00_-20.22579,132.30898",282.46
4,8.41,4,0,0,01/05/1970 04:16,0,38,"viirs_point_360998_2023-05-28 00:00:00_-20.22579,132.30898",283.84
4,8.98,4,0,0,01/05/1970 04:16,0,31,"viirs_point_360998_2023-05-28 00:00:00_-20.22579,132.30898",286.11
6,8.83,4,0,0,01/05/1970 04:16,0,26,"viirs_point_360998_2023-05-28 00:00:00_-20.22579,132.30898",288.19
5,8.35,4,0,0,01/05/1970 04:16,0,22,"viirs_point_360998_2023-05-28 00:00:00_-20.22579,132.30898",290.09
4,7.78,4,0,0,01/05/1970 04:16,0,19,"viirs_point_360998_2023-05-28 00:00:00_-20.22579,132.30898",291.83
5,7.37,4,0,0,01/05/1970 04:16,0,17,"viirs_point_360998_2023-05-28 00:00:00_-20.22579,132.30898",293.12
