clouds,wind_speed,hour_of_day,fire,rain,dt,day_of_week,humidity,viirs_point,temperature
4,0.45,23,0,0,01/08/1970 23:32,3,55,"viirs_point_689524_2023-08-21 00:00:00_32.59605,-85.58736",305.51
6,0.45,23,0,0,01/08/1970 23:32,3,55,"viirs_point_689524_2023-08-21 00:00:00_32.59605,-85.58736",305.51
6,1.64,23,0,0,01/08/1970 23:32,3,31,"viirs_point_689524_2023-08-21 00:00:00_32.59605,-85.58736",306.6
5,0.45,23,0,0,01/08/1970 23:32,3,51,"viirs_point_689524_2023-08-21 00:00:00_32.59605,-85.58736",305.51
4,1.71,23,0,0,01/08/1970 23:32,3,55,"viirs_point_689524_2023-08-21 00:00:00_32.59605,-85.58736",305.51
3,1.28,23,0,0,01/08/1970 23:32,3,57,"viirs_point_689524_2023-08-21 00:00:00_32.59605,-85.58736",304.4
3,1.13,23,0,0,01/08/1970 23:32,3,62,"viirs_point_689524_2023-08-21 00:00:00_32.59605,-85.58736",303.09
9,1.62,23,0,0,01/08/1970 23:32,3,69,"viirs_point_689524_2023-08-21 00:00:00_32.59605,-85.58736",300.51
26,2.07,23,0,0,01/08/1970 23:32,3,72,"viirs_point_689524_2023-08-21 00:00:00_32.59605,-85.58736",299.4
19,1.94,23,0,0,01/08/1970 23:32,3,74,"viirs_point_689524_2023-08-21 00:00:00_32.59605,-85.58736",298.84
15,1.78,23,0,0,01/08/1970 23:32,3,76,"viirs_point_689524_2023-08-21 00:00:00_32.59605,-85.58736",298.66
12,1.83,23,0,0,01/08/1970 23:32,3,81,"viirs_point_689524_2023-08-21 00:00:00_32.59605,-85.58736",297.72
6,2.15,23,0,0,01/08/1970 23:32,3,84,"viirs_point_689524_2023-08-21 00:00:00_32.59605,-85.58736",297.36
0,2.27,23,0,0,01/08/1970 23:32,3,85,"viirs_point_689524_2023-08-21 00:00:00_32.59605,-85.58736",296.8
0,2.32,23,0,0,01/08/1970 23:32,3,83,"viirs_point_689524_2023-08-21 00:00:00_32.59605,-85.58736",296.61
0,2.3,23,0,0,01/08/1970 23:32,3,82,"viirs_point_689524_2023-08-21 00:00:00_32.59605,-85.58736",296.43
0,2.26,23,0,0,01/08/1970 23:32,3,83,"viirs_point_689524_2023-08-21 00:00:00_32.59605,-85.58736",296.06
0,2.19,23,0,0,01/08/1970 23:32,3,84,"viirs_point_689524_2023-08-21 00:00:00_32.59605,-85.58736",295.5
0,2.21,23,0,0,01/08/1970 23:32,3,85,"viirs_point_689524_2023-08-21 00:00:00_32.59605,-85.58736",295.5
0,0.45,23,0,0,01/08/1970 23:32,3,83,"viirs_point_689524_2023-08-21 00:00:00_32.59605,-85.58736",297.54
0,0.45,23,0,0,01/08/1970 23:32,3,80,"viirs_point_689524_2023-08-21 00:00:00_32.59605,-85.58736",300.32
0,0.45,23,0,0,01/08/1970 23:32,3,75,"viirs_point_689524_2023-08-21 00:00:00_32.59605,-85.58736",302.91
0,0.45,23,0,0,01/08/1970 23:32,3,70,"viirs_point_689524_2023-08-21 00:00:00_32.59605,-85.58736",304.77
0,0.89,23,0,0,01/08/1970 23:32,3,67,"viirs_point_689524_2023-08-21 00:00:00_32.59605,-85.58736",304.96
