clouds,wind_speed,hour_of_day,fire,rain,dt,day_of_week,humidity,viirs_point,temperature
98,3.84,20,0,0.16,01/10/1970 20:01,5,62,"viirs_point_849719_2023-09-18 00:00:00_-8.07678,-77.80045",286.01
98,3.57,20,0,0.0,01/10/1970 20:01,5,67,"viirs_point_849719_2023-09-18 00:00:00_-8.07678,-77.80045",285.15
98,3.41,20,0,0.0,01/10/1970 20:01,5,69,"viirs_point_849719_2023-09-18 00:00:00_-8.07678,-77.80045",284.39
98,3.16,20,0,0.0,01/10/1970 20:01,5,76,"viirs_point_849719_2023-09-18 00:00:00_-8.07678,-77.80045",283.12
94,2.69,20,0,0.0,01/10/1970 20:01,5,78,"viirs_point_849719_2023-09-18 00:00:00_-8.07678,-77.80045",282.35
97,2.35,20,0,0.0,01/10/1970 20:01,5,79,"viirs_point_849719_2023-09-18 00:00:00_-8.07678,-77.80045",282.18
93,2.13,20,0,0.0,01/10/1970 20:01,5,80,"viirs_point_849719_2023-09-18 00:00:00_-8.07678,-77.80045",281.77
90,1.89,20,0,0.0,01/10/1970 20:01,5,80,"viirs_point_849719_2023-09-18 00:00:00_-8.07678,-77.80045",281.26
87,1.9,20,0,0.0,01/10/1970 20:01,5,82,"viirs_point_849719_2023-09-18 00:00:00_-8.07678,-77.80045",280.51
82,1.73,20,0,0.0,01/10/1970 20:01,5,82,"viirs_point_849719_2023-09-18 00:00:00_-8.07678,-77.80045",279.98
80,1.13,20,0,0.0,01/10/1970 20:01,5,80,"viirs_point_849719_2023-09-18 00:00:00_-8.07678,-77.80045",279.86
52,0.79,20,0,0.0,01/10/1970 20:01,5,80,"viirs_point_849719_2023-09-18 00:00:00_-8.07678,-77.80045",279.62
48,0.66,20,0,0.0,01/10/1970 20:01,5,81,"viirs_point_849719_2023-09-18 00:00:00_-8.07678,-77.80045",279.21
42,0.86,20,0,0.0,01/10/1970 20:01,5,82,"viirs_point_849719_2023-09-18 00:00:00_-8.07678,-77.80045",278.96
43,0.93,20,0,0.0,01/10/1970 20:01,5,84,"viirs_point_849719_2023-09-18 00:00:00_-8.07678,-77.80045",278.4
41,1.24,20,0,0.0,01/10/1970 20:01,5,85,"viirs_point_849719_2023-09-18 00:00:00_-8.07678,-77.80045",278.05
30,1.09,20,0,0.0,01/10/1970 20:01,5,70,"viirs_point_849719_2023-09-18 00:00:00_-8.07678,-77.80045",280.52
20,0.99,20,0,0.0,01/10/1970 20:01,5,58,"viirs_point_849719_2023-09-18 00:00:00_-8.07678,-77.80045",282.94
28,1.1,20,0,0.0,01/10/1970 20:01,5,50,"viirs_point_849719_2023-09-18 00:00:00_-8.07678,-77.80045",284.99
43,1.65,20,0,0.0,01/10/1970 20:01,5,44,"viirs_point_849719_2023-09-18 00:00:00_-8.07678,-77.80045",286.8
50,2.04,20,0,0.0,01/10/1970 20:01,5,41,"viirs_point_849719_2023-09-18 00:00:00_-8.07678,-77.80045",288.11
59,2.69,20,0,0.0,01/10/1970 20:01,5,42,"viirs_point_849719_2023-09-18 00:00:00_-8.07678,-77.80045",288.16
60,3.36,20,0,0.13,01/10/1970 20:01,5,45,"viirs_point_849719_2023-09-18 00:00:00_-8.07678,-77.80045",287.99
97,3.82,20,0,0.0,01/10/1970 20:01,5,46,"viirs_point_849719_2023-09-18 00:00:00_-8.07678,-77.80045",287.81
