clouds,wind_speed,hour_of_day,fire,rain,dt,day_of_week,humidity,viirs_point,temperature
100,0.91,5,0,0,01/07/1970 05:20,2,68,"viirs_point_537603_2023-07-20 00:00:00_57.52536,138.27243",286.84
97,1.12,5,0,0,01/07/1970 05:20,2,65,"viirs_point_537603_2023-07-20 00:00:00_57.52536,138.27243",289.55
87,1.04,5,0,0,01/07/1970 05:20,2,56,"viirs_point_537603_2023-07-20 00:00:00_57.52536,138.27243",291.86
70,1.54,5,0,0,01/07/1970 05:20,2,53,"viirs_point_537603_2023-07-20 00:00:00_57.52536,138.27243",293.58
58,2.25,5,0,0,01/07/1970 05:20,2,51,"viirs_point_537603_2023-07-20 00:00:00_57.52536,138.27243",294.98
45,3.01,5,0,0,01/07/1970 05:20,2,48,"viirs_point_537603_2023-07-20 00:00:00_57.52536,138.27243",296.39
6,4.13,5,0,0,01/07/1970 05:20,2,47,"viirs_point_537603_2023-07-20 00:00:00_57.52536,138.27243",297.34
6,5.05,5,0,0,01/07/1970 05:20,2,44,"viirs_point_537603_2023-07-20 00:00:00_57.52536,138.27243",298.35
6,6.82,5,0,0,01/07/1970 05:20,2,44,"viirs_point_537603_2023-07-20 00:00:00_57.52536,138.27243",298.65
7,7.35,5,0,0,01/07/1970 05:20,2,46,"viirs_point_537603_2023-07-20 00:00:00_57.52536,138.27243",298.51
13,7.13,5,0,0,01/07/1970 05:20,2,47,"viirs_point_537603_2023-07-20 00:00:00_57.52536,138.27243",298.22
43,6.49,5,0,0,01/07/1970 05:20,2,46,"viirs_point_537603_2023-07-20 00:00:00_57.52536,138.27243",298.46
100,6.43,5,0,0,01/07/1970 05:20,2,45,"viirs_point_537603_2023-07-20 00:00:00_57.52536,138.27243",298.35
100,6.22,5,0,0,01/07/1970 05:20,2,46,"viirs_point_537603_2023-07-20 00:00:00_57.52536,138.27243",297.93
100,5.76,5,0,0,01/07/1970 05:20,2,52,"viirs_point_537603_2023-07-20 00:00:00_57.52536,138.27243",296.65
92,4.33,5,0,0,01/07/1970 05:20,2,60,"viirs_point_537603_2023-07-20 00:00:00_57.52536,138.27243",295.09
82,2.12,5,0,0,01/07/1970 05:20,2,74,"viirs_point_537603_2023-07-20 00:00:00_57.52536,138.27243",291.74
96,1.29,5,0,0,01/07/1970 05:20,2,80,"viirs_point_537603_2023-07-20 00:00:00_57.52536,138.27243",289.73
100,1.13,5,0,0,01/07/1970 05:20,2,82,"viirs_point_537603_2023-07-20 00:00:00_57.52536,138.27243",289.09
80,1.02,5,0,0,01/07/1970 05:20,2,83,"viirs_point_537603_2023-07-20 00:00:00_57.52536,138.27243",288.23
58,1.14,5,0,0,01/07/1970 05:20,2,84,"viirs_point_537603_2023-07-20 00:00:00_57.52536,138.27243",287.86
48,1.23,5,0,0,01/07/1970 05:20,2,85,"viirs_point_537603_2023-07-20 00:00:00_57.52536,138.27243",287.47
41,1.28,5,0,0,01/07/1970 05:20,2,86,"viirs_point_537603_2023-07-20 00:00:00_57.52536,138.27243",287.09
44,1.28,5,0,0,01/07/1970 05:20,2,85,"viirs_point_537603_2023-07-20 00:00:00_57.52536,138.27243",286.58
