clouds,wind_speed,hour_of_day,fire,rain,dt,day_of_week,humidity,viirs_point,temperature
91,1.13,22,0,0,01/04/1970 22:45,6,21,"viirs_point_341151_2023-05-17 00:00:00_-14.76836,22.36823",304.93
75,1.22,22,0,0,01/04/1970 22:45,6,21,"viirs_point_341151_2023-05-17 00:00:00_-14.76836,22.36823",303.98
78,1.02,22,0,0,01/04/1970 22:45,6,27,"viirs_point_341151_2023-05-17 00:00:00_-14.76836,22.36823",302.43
81,1.02,22,0,0,01/04/1970 22:45,6,32,"viirs_point_341151_2023-05-17 00:00:00_-14.76836,22.36823",297.44
83,0.79,22,0,0,01/04/1970 22:45,6,33,"viirs_point_341151_2023-05-17 00:00:00_-14.76836,22.36823",295.69
40,0.64,22,0,0,01/04/1970 22:45,6,36,"viirs_point_341151_2023-05-17 00:00:00_-14.76836,22.36823",294.83
51,0.4,22,0,0,01/04/1970 22:45,6,37,"viirs_point_341151_2023-05-17 00:00:00_-14.76836,22.36823",294.18
28,0.29,22,0,0,01/04/1970 22:45,6,38,"viirs_point_341151_2023-05-17 00:00:00_-14.76836,22.36823",293.74
19,0.15,22,0,0,01/04/1970 22:45,6,38,"viirs_point_341151_2023-05-17 00:00:00_-14.76836,22.36823",293.34
21,0.13,22,0,0,01/04/1970 22:45,6,39,"viirs_point_341151_2023-05-17 00:00:00_-14.76836,22.36823",292.84
30,0.83,22,0,0,01/04/1970 22:45,6,41,"viirs_point_341151_2023-05-17 00:00:00_-14.76836,22.36823",292.3
21,2.44,22,0,0,01/04/1970 22:45,6,49,"viirs_point_341151_2023-05-17 00:00:00_-14.76836,22.36823",290.17
4,2.84,22,0,0,01/04/1970 22:45,6,51,"viirs_point_341151_2023-05-17 00:00:00_-14.76836,22.36823",289.8
5,2.85,22,0,0,01/04/1970 22:45,6,55,"viirs_point_341151_2023-05-17 00:00:00_-14.76836,22.36823",288.91
21,2.88,22,0,0,01/04/1970 22:45,6,61,"viirs_point_341151_2023-05-17 00:00:00_-14.76836,22.36823",288.34
18,2.88,22,0,0,01/04/1970 22:45,6,64,"viirs_point_341151_2023-05-17 00:00:00_-14.76836,22.36823",288.14
16,2.78,22,0,0,01/04/1970 22:45,6,65,"viirs_point_341151_2023-05-17 00:00:00_-14.76836,22.36823",288.19
28,2.96,22,0,0,01/04/1970 22:45,6,55,"viirs_point_341151_2023-05-17 00:00:00_-14.76836,22.36823",291.53
24,3.84,22,0,0,01/04/1970 22:45,6,41,"viirs_point_341151_2023-05-17 00:00:00_-14.76836,22.36823",296.07
19,4.1,22,0,0,01/04/1970 22:45,6,33,"viirs_point_341151_2023-05-17 00:00:00_-14.76836,22.36823",299.48
20,4.03,22,0,0,01/04/1970 22:45,6,28,"viirs_point_341151_2023-05-17 00:00:00_-14.76836,22.36823",301.86
16,3.51,22,0,0,01/04/1970 22:45,6,25,"viirs_point_341151_2023-05-17 00:00:00_-14.76836,22.36823",303.38
15,2.78,22,0,0,01/04/1970 22:45,6,22,"viirs_point_341151_2023-05-17 00:00:00_-14.76836,22.36823",304.53
36,2.48,22,0,0,01/04/1970 22:45,6,19,"viirs_point_341151_2023-05-17 00:00:00_-14.76836,22.36823",304.97
