clouds,wind_speed,hour_of_day,fire,rain,dt,day_of_week,humidity,viirs_point,temperature
3,3.54,4,0,0,2022-12-08 04:00:00,3,21,"viirs_point_6097_08/12/2022_12.42166,-5.01905",295.84
4,3.36,5,0,0,2022-12-08 05:00:00,3,22,"viirs_point_6097_08/12/2022_12.42166,-5.01905",295.42
3,3.3,6,0,0,2022-12-08 06:00:00,3,22,"viirs_point_6097_08/12/2022_12.42166,-5.01905",295.03
3,3.23,7,0,0,2022-12-08 07:00:00,3,24,"viirs_point_6097_08/12/2022_12.42166,-5.01905",295.02
1,3.36,8,0,0,2022-12-08 08:00:00,3,22,"viirs_point_6097_08/12/2022_12.42166,-5.01905",297.62
2,4.57,9,0,0,2022-12-08 09:00:00,3,18,"viirs_point_6097_08/12/2022_12.42166,-5.01905",301.21
3,4.92,10,0,0,2022-12-08 10:00:00,3,15,"viirs_point_6097_08/12/2022_12.42166,-5.01905",303.86
3,5.38,11,0,0,2022-12-08 11:00:00,3,13,"viirs_point_6097_08/12/2022_12.42166,-5.01905",305.65
2,5.68,12,0,0,2022-12-08 12:00:00,3,13,"viirs_point_6097_08/12/2022_12.42166,-5.01905",306.74
2,5.77,13,1,0,2022-12-08 13:00:00,3,11,"viirs_point_6097_08/12/2022_12.42166,-5.01905",307.51
1,5.52,14,0,0,2022-12-08 14:00:00,3,11,"viirs_point_6097_08/12/2022_12.42166,-5.01905",307.86
1,5.16,15,0,0,2022-12-08 15:00:00,3,11,"viirs_point_6097_08/12/2022_12.42166,-5.01905",307.88
1,5.14,16,0,0,2022-12-08 16:00:00,3,11,"viirs_point_6097_08/12/2022_12.42166,-5.01905",307.42
1,4.1,17,0,0,2022-12-08 17:00:00,3,13,"viirs_point_6097_08/12/2022_12.42166,-5.01905",306.13
0,3.15,18,0,0,2022-12-08 18:00:00,3,16,"viirs_point_6097_08/12/2022_12.42166,-5.01905",302.32
0,3.44,19,0,0,2022-12-08 19:00:00,3,17,"viirs_point_6097_08/12/2022_12.42166,-5.01905",300.72
0,3.62,20,0,0,2022-12-08 20:00:00,3,18,"viirs_point_6097_08/12/2022_12.42166,-5.01905",299.89
0,3.67,21,0,0,2022-12-08 21:00:00,3,18,"viirs_point_6097_08/12/2022_12.42166,-5.01905",299.22
0,3.78,22,0,0,2022-12-08 22:00:00,3,19,"viirs_point_6097_08/12/2022_12.42166,-5.01905",298.62
0,3.91,23,0,0,2022-12-08 23:00:00,3,20,"viirs_point_6097_08/12/2022_12.42166,-5.01905",298.1
