clouds,wind_speed,hour_of_day,fire,rain,dt,day_of_week,humidity,viirs_point,temperature
89,2.19,10,0,0,01/08/1970 10:36,3,60,"viirs_point_642982_2023-08-13 00:00:00_58.69445,138.64659",288.47
81,1.83,10,0,0,01/08/1970 10:36,3,56,"viirs_point_642982_2023-08-13 00:00:00_58.69445,138.64659",289.84
72,1.48,10,0,0,01/08/1970 10:36,3,53,"viirs_point_642982_2023-08-13 00:00:00_58.69445,138.64659",291.21
36,0.27,10,0,0,01/08/1970 10:36,3,51,"viirs_point_642982_2023-08-13 00:00:00_58.69445,138.64659",293.26
92,0.16,10,0,0,01/08/1970 10:36,3,52,"viirs_point_642982_2023-08-13 00:00:00_58.69445,138.64659",293.05
88,0.27,10,0,0,01/08/1970 10:36,3,53,"viirs_point_642982_2023-08-13 00:00:00_58.69445,138.64659",292.81
80,0.95,10,0,0,01/08/1970 10:36,3,63,"viirs_point_642982_2023-08-13 00:00:00_58.69445,138.64659",291.87
80,1.57,10,0,0,01/08/1970 10:36,3,69,"viirs_point_642982_2023-08-13 00:00:00_58.69445,138.64659",289.65
83,1.56,10,0,0,01/08/1970 10:36,3,79,"viirs_point_642982_2023-08-13 00:00:00_58.69445,138.64659",286.29
65,1.41,10,0,0,01/08/1970 10:36,3,88,"viirs_point_642982_2023-08-13 00:00:00_58.69445,138.64659",283.48
6,1.41,10,0,0,01/08/1970 10:36,3,90,"viirs_point_642982_2023-08-13 00:00:00_58.69445,138.64659",282.84
4,1.31,10,0,0,01/08/1970 10:36,3,91,"viirs_point_642982_2023-08-13 00:00:00_58.69445,138.64659",282.31
3,1.21,10,0,0,01/08/1970 10:36,3,92,"viirs_point_642982_2023-08-13 00:00:00_58.69445,138.64659",281.9
6,1.14,10,0,0,01/08/1970 10:36,3,93,"viirs_point_642982_2023-08-13 00:00:00_58.69445,138.64659",281.57
12,1.14,10,0,0,01/08/1970 10:36,3,94,"viirs_point_642982_2023-08-13 00:00:00_58.69445,138.64659",281.26
26,1.04,10,0,0,01/08/1970 10:36,3,96,"viirs_point_642982_2023-08-13 00:00:00_58.69445,138.64659",281.01
2,0.91,10,0,0,01/08/1970 10:36,3,96,"viirs_point_642982_2023-08-13 00:00:00_58.69445,138.64659",280.59
5,1.0,10,0,0,01/08/1970 10:36,3,96,"viirs_point_642982_2023-08-13 00:00:00_58.69445,138.64659",281.89
5,0.94,10,0,0,01/08/1970 10:36,3,90,"viirs_point_642982_2023-08-13 00:00:00_58.69445,138.64659",283.64
8,0.86,10,0,0,01/08/1970 10:36,3,83,"viirs_point_642982_2023-08-13 00:00:00_58.69445,138.64659",285.21
8,1.1,10,0,0,01/08/1970 10:36,3,73,"viirs_point_642982_2023-08-13 00:00:00_58.69445,138.64659",286.82
1,1.52,10,0,0,01/08/1970 10:36,3,59,"viirs_point_642982_2023-08-13 00:00:00_58.69445,138.64659",288.61
0,2.19,10,0,0,01/08/1970 10:36,3,50,"viirs_point_642982_2023-08-13 00:00:00_58.69445,138.64659",290.33
0,2.56,10,0,0,01/08/1970 10:36,3,43,"viirs_point_642982_2023-08-13 00:00:00_58.69445,138.64659",291.87
