clouds,wind_speed,hour_of_day,fire,rain,dt,day_of_week,humidity,viirs_point,temperature
16,8.25,3,0,0,01/09/1970 03:48,4,21,"viirs_point_704890_2023-08-24 00:00:00_-28.67175,148.26328",300.63
18,7.9,3,0,0,01/09/1970 03:48,4,20,"viirs_point_704890_2023-08-24 00:00:00_-28.67175,148.26328",300.61
37,7.52,3,0,0,01/09/1970 03:48,4,21,"viirs_point_704890_2023-08-24 00:00:00_-28.67175,148.26328",300.21
12,6.78,3,0,0,01/09/1970 03:48,4,22,"viirs_point_704890_2023-08-24 00:00:00_-28.67175,148.26328",298.92
23,4.92,3,0,0,01/09/1970 03:48,4,27,"viirs_point_704890_2023-08-24 00:00:00_-28.67175,148.26328",295.14
16,4.3,3,0,0,01/09/1970 03:48,4,29,"viirs_point_704890_2023-08-24 00:00:00_-28.67175,148.26328",293.61
34,3.96,3,0,0,01/09/1970 03:48,4,27,"viirs_point_704890_2023-08-24 00:00:00_-28.67175,148.26328",294.23
41,3.73,3,0,0,01/09/1970 03:48,4,27,"viirs_point_704890_2023-08-24 00:00:00_-28.67175,148.26328",292.76
42,2.99,3,0,0,01/09/1970 03:48,4,28,"viirs_point_704890_2023-08-24 00:00:00_-28.67175,148.26328",291.37
100,3.51,3,0,0,01/09/1970 03:48,4,27,"viirs_point_704890_2023-08-24 00:00:00_-28.67175,148.26328",291.83
96,2.93,3,0,0,01/09/1970 03:48,4,29,"viirs_point_704890_2023-08-24 00:00:00_-28.67175,148.26328",290.58
69,3.17,3,0,0,01/09/1970 03:48,4,32,"viirs_point_704890_2023-08-24 00:00:00_-28.67175,148.26328",288.56
54,5.12,3,0,0,01/09/1970 03:48,4,34,"viirs_point_704890_2023-08-24 00:00:00_-28.67175,148.26328",288.0
44,5.45,3,0,0,01/09/1970 03:48,4,44,"viirs_point_704890_2023-08-24 00:00:00_-28.67175,148.26328",285.87
33,5.15,3,0,0,01/09/1970 03:48,4,62,"viirs_point_704890_2023-08-24 00:00:00_-28.67175,148.26328",284.22
0,4.43,3,0,0,01/09/1970 03:48,4,73,"viirs_point_704890_2023-08-24 00:00:00_-28.67175,148.26328",283.19
0,3.98,3,0,0,01/09/1970 03:48,4,77,"viirs_point_704890_2023-08-24 00:00:00_-28.67175,148.26328",282.59
0,3.88,3,0,0,01/09/1970 03:48,4,76,"viirs_point_704890_2023-08-24 00:00:00_-28.67175,148.26328",282.82
0,5.12,3,0,0,01/09/1970 03:48,4,63,"viirs_point_704890_2023-08-24 00:00:00_-28.67175,148.26328",285.57
0,5.64,3,0,0,01/09/1970 03:48,4,50,"viirs_point_704890_2023-08-24 00:00:00_-28.67175,148.26328",288.41
0,5.42,3,0,0,01/09/1970 03:48,4,43,"viirs_point_704890_2023-08-24 00:00:00_-28.67175,148.26328",290.73
0,5.04,3,0,0,01/09/1970 03:48,4,37,"viirs_point_704890_2023-08-24 00:00:00_-28.67175,148.26328",292.5
0,5.07,3,0,0,01/09/1970 03:48,4,33,"viirs_point_704890_2023-08-24 00:00:00_-28.67175,148.26328",293.9
0,5.29,3,0,0,01/09/1970 03:48,4,29,"viirs_point_704890_2023-08-24 00:00:00_-28.67175,148.26328",295.05
