clouds,wind_speed,hour_of_day,fire,rain,dt,day_of_week,humidity,viirs_point,temperature
28,1.49,1,0,0,01/12/1970 01:18,0,29,"viirs_point_955096_2023-10-14 00:00:00_-2.46125,-47.8336",312.2
42,1.36,1,0,0,01/12/1970 01:18,0,32,"viirs_point_955096_2023-10-14 00:00:00_-2.46125,-47.8336",310.18
85,1.14,1,0,0,01/12/1970 01:18,0,33,"viirs_point_955096_2023-10-14 00:00:00_-2.46125,-47.8336",309.45
100,1.22,1,0,0,01/12/1970 01:18,0,43,"viirs_point_955096_2023-10-14 00:00:00_-2.46125,-47.8336",306.32
99,2.31,1,0,0,01/12/1970 01:18,0,56,"viirs_point_955096_2023-10-14 00:00:00_-2.46125,-47.8336",303.05
97,2.53,1,0,0,01/12/1970 01:18,0,69,"viirs_point_955096_2023-10-14 00:00:00_-2.46125,-47.8336",300.42
89,2.73,1,0,0,01/12/1970 01:18,0,70,"viirs_point_955096_2023-10-14 00:00:00_-2.46125,-47.8336",300.1
76,2.82,1,0,0,01/12/1970 01:18,0,69,"viirs_point_955096_2023-10-14 00:00:00_-2.46125,-47.8336",299.99
83,2.11,1,0,0,01/12/1970 01:18,0,75,"viirs_point_955096_2023-10-14 00:00:00_-2.46125,-47.8336",299.25
8,1.78,1,0,0,01/12/1970 01:18,0,79,"viirs_point_955096_2023-10-14 00:00:00_-2.46125,-47.8336",298.58
24,1.63,1,0,0,01/12/1970 01:18,0,83,"viirs_point_955096_2023-10-14 00:00:00_-2.46125,-47.8336",297.87
36,1.79,1,0,0,01/12/1970 01:18,0,85,"viirs_point_955096_2023-10-14 00:00:00_-2.46125,-47.8336",297.39
42,1.55,1,0,0,01/12/1970 01:18,0,87,"viirs_point_955096_2023-10-14 00:00:00_-2.46125,-47.8336",296.92
42,1.03,1,0,0,01/12/1970 01:18,0,91,"viirs_point_955096_2023-10-14 00:00:00_-2.46125,-47.8336",296.07
14,1.16,1,0,0,01/12/1970 01:18,0,94,"viirs_point_955096_2023-10-14 00:00:00_-2.46125,-47.8336",295.89
7,0.88,1,0,0,01/12/1970 01:18,0,97,"viirs_point_955096_2023-10-14 00:00:00_-2.46125,-47.8336",295.44
10,0.74,1,0,0,01/12/1970 01:18,0,98,"viirs_point_955096_2023-10-14 00:00:00_-2.46125,-47.8336",295.2
15,0.81,1,0,0,01/12/1970 01:18,0,99,"viirs_point_955096_2023-10-14 00:00:00_-2.46125,-47.8336",295.12
21,1.34,1,0,0,01/12/1970 01:18,0,86,"viirs_point_955096_2023-10-14 00:00:00_-2.46125,-47.8336",297.68
27,2.0,1,0,0,01/12/1970 01:18,0,70,"viirs_point_955096_2023-10-14 00:00:00_-2.46125,-47.8336",300.97
59,2.19,1,0,0,01/12/1970 01:18,0,56,"viirs_point_955096_2023-10-14 00:00:00_-2.46125,-47.8336",303.94
93,2.15,1,0,0,01/12/1970 01:18,0,45,"viirs_point_955096_2023-10-14 00:00:00_-2.46125,-47.8336",306.65
90,2.04,1,0,0,01/12/1970 01:18,0,38,"viirs_point_955096_2023-10-14 00:00:00_-2.46125,-47.8336",309.0
73,1.87,1,0,0,01/12/1970 01:18,0,32,"viirs_point_955096_2023-10-14 00:00:00_-2.46125,-47.8336",311.05
