clouds,wind_speed,hour_of_day,fire,rain,dt,day_of_week,humidity,viirs_point,temperature
34,2.59,19,0,0,01/10/1970 19:55,5,15,"viirs_point_849318_2023-09-18 00:00:00_-12.10899,-48.04502",312.81
87,2.21,19,0,0,01/10/1970 19:55,5,15,"viirs_point_849318_2023-09-18 00:00:00_-12.10899,-48.04502",312.33
69,1.72,19,0,0,01/10/1970 19:55,5,15,"viirs_point_849318_2023-09-18 00:00:00_-12.10899,-48.04502",311.81
62,0.55,19,0,0,01/10/1970 19:55,5,19,"viirs_point_849318_2023-09-18 00:00:00_-12.10899,-48.04502",308.08
63,0.49,19,0,0,01/10/1970 19:55,5,21,"viirs_point_849318_2023-09-18 00:00:00_-12.10899,-48.04502",306.46
69,2.39,19,0,0,01/10/1970 19:55,5,22,"viirs_point_849318_2023-09-18 00:00:00_-12.10899,-48.04502",306.41
48,1.31,19,0,0,01/10/1970 19:55,5,26,"viirs_point_849318_2023-09-18 00:00:00_-12.10899,-48.04502",304.29
36,1.44,19,0,0,01/10/1970 19:55,5,28,"viirs_point_849318_2023-09-18 00:00:00_-12.10899,-48.04502",303.19
68,0.34,19,0,0,01/10/1970 19:55,5,27,"viirs_point_849318_2023-09-18 00:00:00_-12.10899,-48.04502",303.85
78,2.06,19,0,0,01/10/1970 19:55,5,28,"viirs_point_849318_2023-09-18 00:00:00_-12.10899,-48.04502",303.53
82,2.07,19,0,0,01/10/1970 19:55,5,30,"viirs_point_849318_2023-09-18 00:00:00_-12.10899,-48.04502",302.91
75,1.77,19,0,0,01/10/1970 19:55,5,33,"viirs_point_849318_2023-09-18 00:00:00_-12.10899,-48.04502",301.81
93,3.79,19,0,0,01/10/1970 19:55,5,34,"viirs_point_849318_2023-09-18 00:00:00_-12.10899,-48.04502",302.82
82,4.84,19,0,0,01/10/1970 19:55,5,35,"viirs_point_849318_2023-09-18 00:00:00_-12.10899,-48.04502",302.27
46,4.15,19,0,0,01/10/1970 19:55,5,39,"viirs_point_849318_2023-09-18 00:00:00_-12.10899,-48.04502",300.8
42,4.11,19,0,0,01/10/1970 19:55,5,40,"viirs_point_849318_2023-09-18 00:00:00_-12.10899,-48.04502",300.51
34,4.16,19,0,0,01/10/1970 19:55,5,39,"viirs_point_849318_2023-09-18 00:00:00_-12.10899,-48.04502",301.03
28,5.14,19,0,0,01/10/1970 19:55,5,32,"viirs_point_849318_2023-09-18 00:00:00_-12.10899,-48.04502",303.38
38,4.62,19,0,0,01/10/1970 19:55,5,28,"viirs_point_849318_2023-09-18 00:00:00_-12.10899,-48.04502",305.36
55,4.19,19,0,0,01/10/1970 19:55,5,24,"viirs_point_849318_2023-09-18 00:00:00_-12.10899,-48.04502",307.32
45,3.81,19,0,0,01/10/1970 19:55,5,22,"viirs_point_849318_2023-09-18 00:00:00_-12.10899,-48.04502",308.89
34,3.41,19,0,0,01/10/1970 19:55,5,20,"viirs_point_849318_2023-09-18 00:00:00_-12.10899,-48.04502",310.25
27,3.06,19,0,0,01/10/1970 19:55,5,19,"viirs_point_849318_2023-09-18 00:00:00_-12.10899,-48.04502",311.28
22,3.09,19,0,0,01/10/1970 19:55,5,18,"viirs_point_849318_2023-09-18 00:00:00_-12.10899,-48.04502",311.75
