clouds,wind_speed,hour_of_day,fire,rain,dt,day_of_week,humidity,viirs_point,temperature
11,2.94,12,0,0,01/08/1970 12:27,3,10,"viirs_point_649622_2023-08-14 00:00:00_-8.23471,18.7985",307.14
63,2.86,12,0,0,01/08/1970 12:27,3,10,"viirs_point_649622_2023-08-14 00:00:00_-8.23471,18.7985",307.45
77,2.94,12,0,0,01/08/1970 12:27,3,10,"viirs_point_649622_2023-08-14 00:00:00_-8.23471,18.7985",307.13
71,3.23,12,0,0,01/08/1970 12:27,3,10,"viirs_point_649622_2023-08-14 00:00:00_-8.23471,18.7985",306.51
78,3.01,12,0,0,01/08/1970 12:27,3,11,"viirs_point_649622_2023-08-14 00:00:00_-8.23471,18.7985",304.85
63,2.29,12,0,0,01/08/1970 12:27,3,16,"viirs_point_649622_2023-08-14 00:00:00_-8.23471,18.7985",299.23
40,2.56,12,0,0,01/08/1970 12:27,3,20,"viirs_point_649622_2023-08-14 00:00:00_-8.23471,18.7985",296.43
9,2.5,12,0,0,01/08/1970 12:27,3,21,"viirs_point_649622_2023-08-14 00:00:00_-8.23471,18.7985",295.18
45,2.61,12,0,0,01/08/1970 12:27,3,22,"viirs_point_649622_2023-08-14 00:00:00_-8.23471,18.7985",294.34
63,2.54,12,0,0,01/08/1970 12:27,3,24,"viirs_point_649622_2023-08-14 00:00:00_-8.23471,18.7985",293.54
72,2.46,12,0,0,01/08/1970 12:27,3,24,"viirs_point_649622_2023-08-14 00:00:00_-8.23471,18.7985",293.08
70,2.7,12,0,0,01/08/1970 12:27,3,25,"viirs_point_649622_2023-08-14 00:00:00_-8.23471,18.7985",292.57
76,3.01,12,0,0,01/08/1970 12:27,3,26,"viirs_point_649622_2023-08-14 00:00:00_-8.23471,18.7985",292.34
98,3.05,12,0,0,01/08/1970 12:27,3,26,"viirs_point_649622_2023-08-14 00:00:00_-8.23471,18.7985",292.16
77,3.29,12,0,0,01/08/1970 12:27,3,27,"viirs_point_649622_2023-08-14 00:00:00_-8.23471,18.7985",291.69
74,3.25,12,0,0,01/08/1970 12:27,3,27,"viirs_point_649622_2023-08-14 00:00:00_-8.23471,18.7985",291.51
72,3.14,12,0,0,01/08/1970 12:27,3,28,"viirs_point_649622_2023-08-14 00:00:00_-8.23471,18.7985",290.79
70,2.92,12,0,0,01/08/1970 12:27,3,30,"viirs_point_649622_2023-08-14 00:00:00_-8.23471,18.7985",289.78
35,2.91,12,0,0,01/08/1970 12:27,3,25,"viirs_point_649622_2023-08-14 00:00:00_-8.23471,18.7985",292.59
11,4.0,12,0,0,01/08/1970 12:27,3,18,"viirs_point_649622_2023-08-14 00:00:00_-8.23471,18.7985",297.78
10,4.28,12,0,0,01/08/1970 12:27,3,15,"viirs_point_649622_2023-08-14 00:00:00_-8.23471,18.7985",301.23
7,4.1,12,0,0,01/08/1970 12:27,3,13,"viirs_point_649622_2023-08-14 00:00:00_-8.23471,18.7985",303.51
5,3.97,12,0,0,01/08/1970 12:27,3,12,"viirs_point_649622_2023-08-14 00:00:00_-8.23471,18.7985",305.04
5,4.01,12,0,0,01/08/1970 12:27,3,10,"viirs_point_649622_2023-08-14 00:00:00_-8.23471,18.7985",306.18
