clouds,wind_speed,hour_of_day,fire,rain,dt,day_of_week,humidity,viirs_point,temperature
100,6.4,3,0,0,01/11/1970 03:08,6,29,"viirs_point_875292_2023-09-23 00:00:00_61.08249,-112.13727",293.53
96,5.47,3,0,0,01/11/1970 03:08,6,28,"viirs_point_875292_2023-09-23 00:00:00_61.08249,-112.13727",294.43
97,4.96,3,0,0,01/11/1970 03:08,6,31,"viirs_point_875292_2023-09-23 00:00:00_61.08249,-112.13727",293.3
100,4.17,3,0,0,01/11/1970 03:08,6,37,"viirs_point_875292_2023-09-23 00:00:00_61.08249,-112.13727",291.26
100,4.21,3,0,0,01/11/1970 03:08,6,42,"viirs_point_875292_2023-09-23 00:00:00_61.08249,-112.13727",289.38
100,4.52,3,0,0,01/11/1970 03:08,6,43,"viirs_point_875292_2023-09-23 00:00:00_61.08249,-112.13727",288.85
100,4.7,3,0,0,01/11/1970 03:08,6,44,"viirs_point_875292_2023-09-23 00:00:00_61.08249,-112.13727",288.62
100,4.35,3,0,0,01/11/1970 03:08,6,44,"viirs_point_875292_2023-09-23 00:00:00_61.08249,-112.13727",288.2
100,3.54,3,0,0,01/11/1970 03:08,6,49,"viirs_point_875292_2023-09-23 00:00:00_61.08249,-112.13727",287.14
100,3.57,3,0,0,01/11/1970 03:08,6,50,"viirs_point_875292_2023-09-23 00:00:00_61.08249,-112.13727",286.58
100,3.43,3,0,0,01/11/1970 03:08,6,50,"viirs_point_875292_2023-09-23 00:00:00_61.08249,-112.13727",286.15
100,3.15,3,0,0,01/11/1970 03:08,6,53,"viirs_point_875292_2023-09-23 00:00:00_61.08249,-112.13727",285.29
100,3.4,3,0,0,01/11/1970 03:08,6,55,"viirs_point_875292_2023-09-23 00:00:00_61.08249,-112.13727",284.89
94,3.46,3,0,0,01/11/1970 03:08,6,58,"viirs_point_875292_2023-09-23 00:00:00_61.08249,-112.13727",284.33
88,3.39,3,0,0,01/11/1970 03:08,6,62,"viirs_point_875292_2023-09-23 00:00:00_61.08249,-112.13727",283.92
21,3.71,3,0,0,01/11/1970 03:08,6,63,"viirs_point_875292_2023-09-23 00:00:00_61.08249,-112.13727",283.82
18,3.81,3,0,0,01/11/1970 03:08,6,61,"viirs_point_875292_2023-09-23 00:00:00_61.08249,-112.13727",284.37
14,3.93,3,0,0,01/11/1970 03:08,6,55,"viirs_point_875292_2023-09-23 00:00:00_61.08249,-112.13727",286.62
33,4.37,3,0,0,01/11/1970 03:08,6,48,"viirs_point_875292_2023-09-23 00:00:00_61.08249,-112.13727",289.16
28,4.61,3,0,0,01/11/1970 03:08,6,42,"viirs_point_875292_2023-09-23 00:00:00_61.08249,-112.13727",292.04
20,4.6,3,0,0,01/11/1970 03:08,6,38,"viirs_point_875292_2023-09-23 00:00:00_61.08249,-112.13727",294.06
43,4.9,3,0,0,01/11/1970 03:08,6,35,"viirs_point_875292_2023-09-23 00:00:00_61.08249,-112.13727",295.44
64,5.23,3,0,0,01/11/1970 03:08,6,33,"viirs_point_875292_2023-09-23 00:00:00_61.08249,-112.13727",296.44
48,5.19,3,0,0,01/11/1970 03:08,6,32,"viirs_point_875292_2023-09-23 00:00:00_61.08249,-112.13727",297.35
