viirs_point,dt,temperature,humidity,wind_speed,rain,clouds,weather_main,weather_description,fire
"viirs_point_730931_2023-08-28 00:00:00_32.05798,47.44675",1693047600,320.2,4,9.72,0,0,Clear,clear sky,0
"viirs_point_730931_2023-08-28 00:00:00_32.05798,47.44675",1693051200,319.43,4,9.4,0,0,Clear,clear sky,0
"viirs_point_730931_2023-08-28 00:00:00_32.05798,47.44675",1693054800,318.8,4,9.27,0,0,Clear,clear sky,0
"viirs_point_730931_2023-08-28 00:00:00_32.05798,47.44675",1693058400,317.88,4,8.49,0,0,Clear,clear sky,0
"viirs_point_730931_2023-08-28 00:00:00_32.05798,47.44675",1693062000,315.36,6,6.85,0,0,Clear,clear sky,0
"viirs_point_730931_2023-08-28 00:00:00_32.05798,47.44675",1693065600,312.46,8,5.17,0,0,Clear,clear sky,0
"viirs_point_730931_2023-08-28 00:00:00_32.05798,47.44675",1693069200,311.34,9,4.89,0,0,Clear,clear sky,0
"viirs_point_730931_2023-08-28 00:00:00_32.05798,47.44675",1693072800,309.75,11,5.37,0,0,Clear,clear sky,0
"viirs_point_730931_2023-08-28 00:00:00_32.05798,47.44675",1693076400,309.76,12,7.51,0,0,Clear,clear sky,0
"viirs_point_730931_2023-08-28 00:00:00_32.05798,47.44675",1693080000,309.34,13,7.95,0,0,Clear,clear sky,0
"viirs_point_730931_2023-08-28 00:00:00_32.05798,47.44675",1693083600,307.96,14,6.43,0,0,Clear,clear sky,0
"viirs_point_730931_2023-08-28 00:00:00_32.05798,47.44675",1693087200,306.7,16,5.18,0,0,Clear,clear sky,0
"viirs_point_730931_2023-08-28 00:00:00_32.05798,47.44675",1693090800,305.66,17,4.78,0,0,Clear,clear sky,0
"viirs_point_730931_2023-08-28 00:00:00_32.05798,47.44675",1693094400,304.55,19,3.77,0,0,Clear,clear sky,0
"viirs_point_730931_2023-08-28 00:00:00_32.05798,47.44675",1693098000,303.63,20,3.41,0,0,Clear,clear sky,0
"viirs_point_730931_2023-08-28 00:00:00_32.05798,47.44675",1693101600,302.6,21,2.43,0,0,Clear,clear sky,0
"viirs_point_730931_2023-08-28 00:00:00_32.05798,47.44675",1693105200,303.15,19,1.31,0,0,Clear,clear sky,0
"viirs_point_730931_2023-08-28 00:00:00_32.05798,47.44675",1693108800,305.49,17,1.31,0,0,Clear,clear sky,0
"viirs_point_730931_2023-08-28 00:00:00_32.05798,47.44675",1693112400,308.08,14,2.32,0,0,Clear,clear sky,0
"viirs_point_730931_2023-08-28 00:00:00_32.05798,47.44675",1693116000,310.29,13,2.75,0,0,Clear,clear sky,0
"viirs_point_730931_2023-08-28 00:00:00_32.05798,47.44675",1693119600,312.46,11,2.81,0,0,Clear,clear sky,0
"viirs_point_730931_2023-08-28 00:00:00_32.05798,47.44675",1693123200,314.31,9,2.88,0,0,Clear,clear sky,0
"viirs_point_730931_2023-08-28 00:00:00_32.05798,47.44675",1693126800,315.72,8,2.53,0,0,Clear,clear sky,0
"viirs_point_730931_2023-08-28 00:00:00_32.05798,47.44675",1693130400,316.7,7,1.89,0,0,Clear,clear sky,0
