viirs_point,dt,temperature,humidity,wind_speed,rain,clouds,weather_main,weather_description,fire
"viirs_point_364885_2023-05-29 00:00:00_51.5677,-85.32341",1685217600,303.51,29,6.47,0,39,Clouds,scattered clouds,0
"viirs_point_364885_2023-05-29 00:00:00_51.5677,-85.32341",1685221200,304.47,28,6.75,0,48,Clouds,scattered clouds,0
"viirs_point_364885_2023-05-29 00:00:00_51.5677,-85.32341",1685224800,296.87,58,5,0,53,Clouds,broken clouds,0
"viirs_point_364885_2023-05-29 00:00:00_51.5677,-85.32341",1685228400,293.26,73,5.32,0,62,Clouds,broken clouds,0
"viirs_point_364885_2023-05-29 00:00:00_51.5677,-85.32341",1685232000,291.9,79,4.07,0,74,Clouds,broken clouds,0
"viirs_point_364885_2023-05-29 00:00:00_51.5677,-85.32341",1685235600,289.73,85,3.32,0,100,Clouds,overcast clouds,0
"viirs_point_364885_2023-05-29 00:00:00_51.5677,-85.32341",1685239200,290.26,87,2.52,0,100,Clouds,overcast clouds,0
"viirs_point_364885_2023-05-29 00:00:00_51.5677,-85.32341",1685242800,288.26,86,2.12,0,100,Clouds,overcast clouds,0
"viirs_point_364885_2023-05-29 00:00:00_51.5677,-85.32341",1685246400,287.3,86,2.53,0,100,Clouds,overcast clouds,0
"viirs_point_364885_2023-05-29 00:00:00_51.5677,-85.32341",1685250000,286.64,87,2.37,0,100,Clouds,overcast clouds,0
"viirs_point_364885_2023-05-29 00:00:00_51.5677,-85.32341",1685253600,286.1,90,2.26,0,97,Clouds,overcast clouds,0
"viirs_point_364885_2023-05-29 00:00:00_51.5677,-85.32341",1685257200,284.84,94,2.35,0,89,Clouds,overcast clouds,0
"viirs_point_364885_2023-05-29 00:00:00_51.5677,-85.32341",1685260800,284.9,89,2.63,0,93,Clouds,overcast clouds,0
"viirs_point_364885_2023-05-29 00:00:00_51.5677,-85.32341",1685264400,283.28,93,2.12,0,79,Clouds,broken clouds,0
"viirs_point_364885_2023-05-29 00:00:00_51.5677,-85.32341",1685268000,283.3,90,2.33,0,80,Clouds,broken clouds,0
"viirs_point_364885_2023-05-29 00:00:00_51.5677,-85.32341",1685271600,281.26,84,2.71,0,80,Clouds,broken clouds,0
"viirs_point_364885_2023-05-29 00:00:00_51.5677,-85.32341",1685275200,284.99,75,2.66,0,77,Clouds,broken clouds,0
"viirs_point_364885_2023-05-29 00:00:00_51.5677,-85.32341",1685278800,286.72,66,2.63,0,63,Clouds,broken clouds,0
"viirs_point_364885_2023-05-29 00:00:00_51.5677,-85.32341",1685282400,287.96,61,2.88,0,63,Clouds,broken clouds,0
"viirs_point_364885_2023-05-29 00:00:00_51.5677,-85.32341",1685286000,284.26,52,2.77,0,66,Clouds,broken clouds,0
"viirs_point_364885_2023-05-29 00:00:00_51.5677,-85.32341",1685289600,284.26,43,3.04,0,67,Clouds,broken clouds,0
"viirs_point_364885_2023-05-29 00:00:00_51.5677,-85.32341",1685293200,291.98,44,3.18,0,71,Clouds,broken clouds,0
"viirs_point_364885_2023-05-29 00:00:00_51.5677,-85.32341",1685296800,295.42,33,3.53,0,57,Clouds,broken clouds,0
"viirs_point_364885_2023-05-29 00:00:00_51.5677,-85.32341",1685300400,295.26,34,3.37,0,99,Clouds,overcast clouds,0
