viirs_point,dt,temperature,humidity,wind_speed,rain,clouds,weather_main,weather_description,fire
"viirs_point_642448_2023-08-12 00:00:00_-28.20628,-61.6762",1691694000,303.78,34,4.24,0,0,Clear,clear sky,0
"viirs_point_642448_2023-08-12 00:00:00_-28.20628,-61.6762",1691697600,303.9,34,3.27,0,3,Clear,clear sky,0
"viirs_point_642448_2023-08-12 00:00:00_-28.20628,-61.6762",1691701200,301.82,40,1.31,0,2,Clear,clear sky,0
"viirs_point_642448_2023-08-12 00:00:00_-28.20628,-61.6762",1691704800,298.46,47,1.07,0,1,Clear,clear sky,0
"viirs_point_642448_2023-08-12 00:00:00_-28.20628,-61.6762",1691708400,297.59,49,2.79,0,1,Clear,clear sky,0
"viirs_point_642448_2023-08-12 00:00:00_-28.20628,-61.6762",1691712000,296.35,53,1.82,0,2,Clear,clear sky,0
"viirs_point_642448_2023-08-12 00:00:00_-28.20628,-61.6762",1691715600,295.53,56,2.72,0,0,Clear,clear sky,0
"viirs_point_642448_2023-08-12 00:00:00_-28.20628,-61.6762",1691719200,294.76,59,3.15,0,0,Clear,clear sky,0
"viirs_point_642448_2023-08-12 00:00:00_-28.20628,-61.6762",1691722800,293.8,64,3.33,0,0,Clear,clear sky,0
"viirs_point_642448_2023-08-12 00:00:00_-28.20628,-61.6762",1691726400,292.95,69,3.17,0,0,Clear,clear sky,0
"viirs_point_642448_2023-08-12 00:00:00_-28.20628,-61.6762",1691730000,292.45,74,2.86,0,0,Clear,clear sky,0
"viirs_point_642448_2023-08-12 00:00:00_-28.20628,-61.6762",1691733600,291.29,78,3.29,0,0,Clear,clear sky,0
"viirs_point_642448_2023-08-12 00:00:00_-28.20628,-61.6762",1691737200,290.77,79,3.71,0,0,Clear,clear sky,0
"viirs_point_642448_2023-08-12 00:00:00_-28.20628,-61.6762",1691740800,290.6,78,4.71,0,0,Clear,clear sky,0
"viirs_point_642448_2023-08-12 00:00:00_-28.20628,-61.6762",1691744400,290.71,74,5.55,0,22,Clouds,few clouds,0
"viirs_point_642448_2023-08-12 00:00:00_-28.20628,-61.6762",1691748000,290.51,71,5.58,0,17,Clouds,few clouds,0
"viirs_point_642448_2023-08-12 00:00:00_-28.20628,-61.6762",1691751600,289.72,72,3.85,0,14,Clouds,few clouds,0
"viirs_point_642448_2023-08-12 00:00:00_-28.20628,-61.6762",1691755200,291.24,67,4.83,0,10,Clear,clear sky,0
"viirs_point_642448_2023-08-12 00:00:00_-28.20628,-61.6762",1691758800,293.14,61,6.34,0,8,Clear,clear sky,0
"viirs_point_642448_2023-08-12 00:00:00_-28.20628,-61.6762",1691762400,294.8,56,6.54,0,6,Clear,clear sky,0
"viirs_point_642448_2023-08-12 00:00:00_-28.20628,-61.6762",1691766000,296.33,50,6.18,0,7,Clear,clear sky,0
"viirs_point_642448_2023-08-12 00:00:00_-28.20628,-61.6762",1691769600,297.5,42,6.33,0,7,Clear,clear sky,0
"viirs_point_642448_2023-08-12 00:00:00_-28.20628,-61.6762",1691773200,298.16,35,6.79,0,7,Clear,clear sky,0
"viirs_point_642448_2023-08-12 00:00:00_-28.20628,-61.6762",1691776800,297.98,26,7.19,0,2,Clear,clear sky,0
