viirs_point,dt,temperature,humidity,wind_speed,rain,clouds,weather_main,weather_description,fire
"viirs_point_829984_2023-09-15 00:00:00_-23.17157,-61.5728",1694631600,296.11,34,4.41,0,10,Clear,clear sky,0
"viirs_point_829984_2023-09-15 00:00:00_-23.17157,-61.5728",1694635200,296.28,33,4.13,0,5,Clear,clear sky,0
"viirs_point_829984_2023-09-15 00:00:00_-23.17157,-61.5728",1694638800,295.61,35,3.77,0,3,Clear,clear sky,0
"viirs_point_829984_2023-09-15 00:00:00_-23.17157,-61.5728",1694642400,291.9,45,2.32,0,3,Clear,clear sky,0
"viirs_point_829984_2023-09-15 00:00:00_-23.17157,-61.5728",1694646000,289.41,52,1.63,0,2,Clear,clear sky,0
"viirs_point_829984_2023-09-15 00:00:00_-23.17157,-61.5728",1694649600,288.96,54,1.23,0,0,Clear,clear sky,0
"viirs_point_829984_2023-09-15 00:00:00_-23.17157,-61.5728",1694653200,288.66,55,1.98,0,0,Clear,clear sky,0
"viirs_point_829984_2023-09-15 00:00:00_-23.17157,-61.5728",1694656800,287.54,58,2.23,0,0,Clear,clear sky,0
"viirs_point_829984_2023-09-15 00:00:00_-23.17157,-61.5728",1694660400,286.44,61,2.17,0,0,Clear,clear sky,0
"viirs_point_829984_2023-09-15 00:00:00_-23.17157,-61.5728",1694664000,285.64,63,2.52,0,0,Clear,clear sky,0
"viirs_point_829984_2023-09-15 00:00:00_-23.17157,-61.5728",1694667600,285.12,66,2.79,0,0,Clear,clear sky,0
"viirs_point_829984_2023-09-15 00:00:00_-23.17157,-61.5728",1694671200,283.92,76,2.45,0,0,Clear,clear sky,0
"viirs_point_829984_2023-09-15 00:00:00_-23.17157,-61.5728",1694674800,282.72,86,2.16,0,0,Clear,clear sky,0
"viirs_point_829984_2023-09-15 00:00:00_-23.17157,-61.5728",1694678400,282.03,93,2.13,0,0,Clear,clear sky,0
"viirs_point_829984_2023-09-15 00:00:00_-23.17157,-61.5728",1694682000,281.75,96,1.95,0,0,Clear,clear sky,0
"viirs_point_829984_2023-09-15 00:00:00_-23.17157,-61.5728",1694685600,281.47,96,1.75,0,0,Clear,clear sky,0
"viirs_point_829984_2023-09-15 00:00:00_-23.17157,-61.5728",1694689200,283.59,86,1.78,0,0,Clear,clear sky,0
"viirs_point_829984_2023-09-15 00:00:00_-23.17157,-61.5728",1694692800,287.64,65,2.13,0,0,Clear,clear sky,0
"viirs_point_829984_2023-09-15 00:00:00_-23.17157,-61.5728",1694696400,291.23,49,2.22,0,0,Clear,clear sky,0
"viirs_point_829984_2023-09-15 00:00:00_-23.17157,-61.5728",1694700000,294.43,36,1.96,0,0,Clear,clear sky,0
"viirs_point_829984_2023-09-15 00:00:00_-23.17157,-61.5728",1694703600,297.06,27,1.95,0,0,Clear,clear sky,0
"viirs_point_829984_2023-09-15 00:00:00_-23.17157,-61.5728",1694707200,298.98,22,2.06,0,0,Clear,clear sky,0
"viirs_point_829984_2023-09-15 00:00:00_-23.17157,-61.5728",1694710800,300.04,19,2.19,0,0,Clear,clear sky,0
"viirs_point_829984_2023-09-15 00:00:00_-23.17157,-61.5728",1694714400,300.54,17,2.47,0,0,Clear,clear sky,0
