viirs_point,dt,temperature,humidity,wind_speed,rain,clouds,weather_main,weather_description,fire
"viirs_point_800818_2023-09-10 00:00:00_-14.72807,21.71425",1694174400,309.07,7,5.18,0,1,Clear,clear sky,0
"viirs_point_800818_2023-09-10 00:00:00_-14.72807,21.71425",1694178000,309.39,7,4.94,0,0,Clear,clear sky,0
"viirs_point_800818_2023-09-10 00:00:00_-14.72807,21.71425",1694181600,309.2,7,5.42,0,0,Clear,clear sky,0
"viirs_point_800818_2023-09-10 00:00:00_-14.72807,21.71425",1694185200,308.33,7,5.31,0,0,Clear,clear sky,0
"viirs_point_800818_2023-09-10 00:00:00_-14.72807,21.71425",1694188800,305.93,9,3.55,0,0,Clear,clear sky,0
"viirs_point_800818_2023-09-10 00:00:00_-14.72807,21.71425",1694192400,299.26,13,2.26,0,0,Clear,clear sky,0
"viirs_point_800818_2023-09-10 00:00:00_-14.72807,21.71425",1694196000,296.44,15,1.44,0,0,Clear,clear sky,0
"viirs_point_800818_2023-09-10 00:00:00_-14.72807,21.71425",1694199600,295.34,17,1.34,0,0,Clear,clear sky,0
"viirs_point_800818_2023-09-10 00:00:00_-14.72807,21.71425",1694203200,294.57,17,1.56,0,0,Clear,clear sky,0
"viirs_point_800818_2023-09-10 00:00:00_-14.72807,21.71425",1694206800,293.56,19,1.77,0,0,Clear,clear sky,0
"viirs_point_800818_2023-09-10 00:00:00_-14.72807,21.71425",1694210400,292.02,20,1.42,0,0,Clear,clear sky,0
"viirs_point_800818_2023-09-10 00:00:00_-14.72807,21.71425",1694214000,290.91,21,1.03,0,0,Clear,clear sky,0
"viirs_point_800818_2023-09-10 00:00:00_-14.72807,21.71425",1694217600,290.44,24,2.08,0,0,Clear,clear sky,0
"viirs_point_800818_2023-09-10 00:00:00_-14.72807,21.71425",1694221200,289.96,25,2.24,0,0,Clear,clear sky,0
"viirs_point_800818_2023-09-10 00:00:00_-14.72807,21.71425",1694224800,289.15,26,2,0,0,Clear,clear sky,0
"viirs_point_800818_2023-09-10 00:00:00_-14.72807,21.71425",1694228400,288.72,28,2.34,0,0,Clear,clear sky,0
"viirs_point_800818_2023-09-10 00:00:00_-14.72807,21.71425",1694232000,287.92,30,2.4,0,0,Clear,clear sky,0
"viirs_point_800818_2023-09-10 00:00:00_-14.72807,21.71425",1694235600,288.07,30,2.39,0,1,Clear,clear sky,0
"viirs_point_800818_2023-09-10 00:00:00_-14.72807,21.71425",1694239200,293.72,22,3.01,0,2,Clear,clear sky,0
"viirs_point_800818_2023-09-10 00:00:00_-14.72807,21.71425",1694242800,299,17,3.87,0,5,Clear,clear sky,0
"viirs_point_800818_2023-09-10 00:00:00_-14.72807,21.71425",1694246400,302.6,14,4.6,0,8,Clear,clear sky,0
"viirs_point_800818_2023-09-10 00:00:00_-14.72807,21.71425",1694250000,304.88,12,5.14,0,8,Clear,clear sky,0
"viirs_point_800818_2023-09-10 00:00:00_-14.72807,21.71425",1694253600,306.31,11,5.53,0,24,Clouds,few clouds,0
"viirs_point_800818_2023-09-10 00:00:00_-14.72807,21.71425",1694257200,307.53,10,5.22,0,36,Clouds,scattered clouds,0
