viirs_point,dt,temperature,humidity,wind_speed,rain,clouds,weather_main,weather_description,fire
"viirs_point_859977_2023-09-21 00:00:00_-18.15685,-59.61334",1695150000,309.17,25,1.96,0,86,Clouds,overcast clouds,0
"viirs_point_859977_2023-09-21 00:00:00_-18.15685,-59.61334",1695153600,308.52,26,2.57,0,76,Clouds,broken clouds,0
"viirs_point_859977_2023-09-21 00:00:00_-18.15685,-59.61334",1695157200,306.17,30,2.2,0,82,Clouds,broken clouds,0
"viirs_point_859977_2023-09-21 00:00:00_-18.15685,-59.61334",1695160800,302.94,37,0.97,0,70,Clouds,broken clouds,0
"viirs_point_859977_2023-09-21 00:00:00_-18.15685,-59.61334",1695164400,301.93,38,0.28,0,58,Clouds,broken clouds,0
"viirs_point_859977_2023-09-21 00:00:00_-18.15685,-59.61334",1695168000,301.04,43,0.67,0,70,Clouds,broken clouds,0
"viirs_point_859977_2023-09-21 00:00:00_-18.15685,-59.61334",1695171600,300,46,0.25,0,5,Clear,clear sky,0
"viirs_point_859977_2023-09-21 00:00:00_-18.15685,-59.61334",1695175200,299.32,48,0.99,0,5,Clear,clear sky,0
"viirs_point_859977_2023-09-21 00:00:00_-18.15685,-59.61334",1695178800,298.69,50,0.3,0,4,Clear,clear sky,0
"viirs_point_859977_2023-09-21 00:00:00_-18.15685,-59.61334",1695182400,298.35,51,0.67,0,3,Clear,clear sky,0
"viirs_point_859977_2023-09-21 00:00:00_-18.15685,-59.61334",1695186000,297.95,52,0.44,0,3,Clear,clear sky,0
"viirs_point_859977_2023-09-21 00:00:00_-18.15685,-59.61334",1695189600,297.6,53,1.03,0,3,Clear,clear sky,0
"viirs_point_859977_2023-09-21 00:00:00_-18.15685,-59.61334",1695193200,296.78,61,0.68,0,4,Clear,clear sky,0
"viirs_point_859977_2023-09-21 00:00:00_-18.15685,-59.61334",1695196800,296.56,62,0.77,0,5,Clear,clear sky,0
"viirs_point_859977_2023-09-21 00:00:00_-18.15685,-59.61334",1695200400,296.28,63,0.38,0,6,Clear,clear sky,0
"viirs_point_859977_2023-09-21 00:00:00_-18.15685,-59.61334",1695204000,295.9,65,0.06,0,6,Clear,clear sky,0
"viirs_point_859977_2023-09-21 00:00:00_-18.15685,-59.61334",1695207600,298.4,59,0.44,0,5,Clear,clear sky,0
"viirs_point_859977_2023-09-21 00:00:00_-18.15685,-59.61334",1695211200,301.11,52,0.45,0,12,Clouds,few clouds,0
"viirs_point_859977_2023-09-21 00:00:00_-18.15685,-59.61334",1695214800,306.17,36,0.75,0,17,Clouds,few clouds,0
"viirs_point_859977_2023-09-21 00:00:00_-18.15685,-59.61334",1695218400,309.02,30,1.21,0,12,Clouds,few clouds,0
"viirs_point_859977_2023-09-21 00:00:00_-18.15685,-59.61334",1695222000,310.92,25,1.33,0,10,Clear,clear sky,0
"viirs_point_859977_2023-09-21 00:00:00_-18.15685,-59.61334",1695225600,311.54,23,2.26,0,12,Clouds,few clouds,0
"viirs_point_859977_2023-09-21 00:00:00_-18.15685,-59.61334",1695229200,305.45,25,2.89,0,29,Clouds,scattered clouds,0
"viirs_point_859977_2023-09-21 00:00:00_-18.15685,-59.61334",1695232800,308.77,27,2.65,0,38,Clouds,scattered clouds,0
