viirs_point,dt,temperature,humidity,wind_speed,rain,clouds,weather_main,weather_description,fire
"viirs_point_624570_2023-08-09 00:00:00_60.25743,135.75186",1691373600,293.51,33,5.07,0,6,Clear,clear sky,0
"viirs_point_624570_2023-08-09 00:00:00_60.25743,135.75186",1691377200,294.07,30,5.27,0,6,Clear,clear sky,0
"viirs_point_624570_2023-08-09 00:00:00_60.25743,135.75186",1691380800,294.37,29,5.37,0,5,Clear,clear sky,0
"viirs_point_624570_2023-08-09 00:00:00_60.25743,135.75186",1691384400,294.62,28,5.27,0,5,Clear,clear sky,0
"viirs_point_624570_2023-08-09 00:00:00_60.25743,135.75186",1691388000,294.48,28,5.28,0,6,Clear,clear sky,0
"viirs_point_624570_2023-08-09 00:00:00_60.25743,135.75186",1691391600,294.24,30,5.02,0,7,Clear,clear sky,0
"viirs_point_624570_2023-08-09 00:00:00_60.25743,135.75186",1691395200,293.5,34,4.44,0,7,Clear,clear sky,0
"viirs_point_624570_2023-08-09 00:00:00_60.25743,135.75186",1691398800,291.94,39,4.05,0,7,Clear,clear sky,0
"viirs_point_624570_2023-08-09 00:00:00_60.25743,135.75186",1691402400,289.22,48,2.89,0,7,Clear,clear sky,0
"viirs_point_624570_2023-08-09 00:00:00_60.25743,135.75186",1691406000,285.78,56,1.91,0,8,Clear,clear sky,0
"viirs_point_624570_2023-08-09 00:00:00_60.25743,135.75186",1691409600,284.05,59,1.58,0,8,Clear,clear sky,0
"viirs_point_624570_2023-08-09 00:00:00_60.25743,135.75186",1691413200,283.11,62,1.2,0,46,Clouds,scattered clouds,0
"viirs_point_624570_2023-08-09 00:00:00_60.25743,135.75186",1691416800,282.4,66,0.95,0,52,Clouds,broken clouds,0
"viirs_point_624570_2023-08-09 00:00:00_60.25743,135.75186",1691420400,282.16,66,1,0,61,Clouds,broken clouds,0
"viirs_point_624570_2023-08-09 00:00:00_60.25743,135.75186",1691424000,282.69,64,1.09,0,70,Clouds,broken clouds,0
"viirs_point_624570_2023-08-09 00:00:00_60.25743,135.75186",1691427600,281.9,66,1,0,75,Clouds,broken clouds,0
"viirs_point_624570_2023-08-09 00:00:00_60.25743,135.75186",1691431200,282.27,71,0.44,0,80,Clouds,broken clouds,0
"viirs_point_624570_2023-08-09 00:00:00_60.25743,135.75186",1691434800,280.75,78,0.86,0,45,Clouds,scattered clouds,0
"viirs_point_624570_2023-08-09 00:00:00_60.25743,135.75186",1691438400,281.68,76,0.96,0,54,Clouds,broken clouds,0
"viirs_point_624570_2023-08-09 00:00:00_60.25743,135.75186",1691442000,284.06,68,0.86,0,65,Clouds,broken clouds,0
"viirs_point_624570_2023-08-09 00:00:00_60.25743,135.75186",1691445600,286.54,60,1.59,0,56,Clouds,broken clouds,0
"viirs_point_624570_2023-08-09 00:00:00_60.25743,135.75186",1691449200,288.64,56,2.53,0,45,Clouds,scattered clouds,0
"viirs_point_624570_2023-08-09 00:00:00_60.25743,135.75186",1691452800,290.23,51,2.68,0,33,Clouds,scattered clouds,0
"viirs_point_624570_2023-08-09 00:00:00_60.25743,135.75186",1691456400,291.41,46,3.46,0,1,Clear,clear sky,0
