viirs_point,dt,temperature,humidity,wind_speed,rain,clouds,weather_main,weather_description,fire
"viirs_point_816902_2023-09-12 00:00:00_-19.93068,135.09901",1694365200,291.62,15,8.68,0,60,Clouds,broken clouds,0
"viirs_point_816902_2023-09-12 00:00:00_-19.93068,135.09901",1694368800,291.08,16,8.27,0,66,Clouds,broken clouds,0
"viirs_point_816902_2023-09-12 00:00:00_-19.93068,135.09901",1694372400,290.44,17,8.26,0,86,Clouds,overcast clouds,0
"viirs_point_816902_2023-09-12 00:00:00_-19.93068,135.09901",1694376000,289.77,17,8.41,0,88,Clouds,overcast clouds,0
"viirs_point_816902_2023-09-12 00:00:00_-19.93068,135.09901",1694379600,289.26,17,8.16,0,92,Clouds,overcast clouds,0
"viirs_point_816902_2023-09-12 00:00:00_-19.93068,135.09901",1694383200,290.11,17,8.36,0,73,Clouds,broken clouds,0
"viirs_point_816902_2023-09-12 00:00:00_-19.93068,135.09901",1694386800,293,15,10.65,0,65,Clouds,broken clouds,0
"viirs_point_816902_2023-09-12 00:00:00_-19.93068,135.09901",1694390400,295.84,13,11.07,0,68,Clouds,broken clouds,0
"viirs_point_816902_2023-09-12 00:00:00_-19.93068,135.09901",1694394000,298.12,11,10.89,0,100,Clouds,overcast clouds,0
"viirs_point_816902_2023-09-12 00:00:00_-19.93068,135.09901",1694397600,300.28,10,10.43,0,65,Clouds,broken clouds,0
"viirs_point_816902_2023-09-12 00:00:00_-19.93068,135.09901",1694401200,301.73,10,9.96,0,60,Clouds,broken clouds,0
"viirs_point_816902_2023-09-12 00:00:00_-19.93068,135.09901",1694404800,302.67,10,9.51,0,47,Clouds,scattered clouds,0
"viirs_point_816902_2023-09-12 00:00:00_-19.93068,135.09901",1694408400,303.09,11,9.32,0,40,Clouds,scattered clouds,0
"viirs_point_816902_2023-09-12 00:00:00_-19.93068,135.09901",1694412000,303.14,11,9.29,0,38,Clouds,scattered clouds,0
"viirs_point_816902_2023-09-12 00:00:00_-19.93068,135.09901",1694415600,302.52,12,9.45,0,5,Clear,clear sky,0
"viirs_point_816902_2023-09-12 00:00:00_-19.93068,135.09901",1694419200,301.29,12,8.82,0,5,Clear,clear sky,0
"viirs_point_816902_2023-09-12 00:00:00_-19.93068,135.09901",1694422800,297.49,14,6.57,0,5,Clear,clear sky,0
"viirs_point_816902_2023-09-12 00:00:00_-19.93068,135.09901",1694426400,294.84,15,6.15,0,6,Clear,clear sky,0
"viirs_point_816902_2023-09-12 00:00:00_-19.93068,135.09901",1694430000,293.35,16,6.28,0,6,Clear,clear sky,0
"viirs_point_816902_2023-09-12 00:00:00_-19.93068,135.09901",1694433600,292.13,17,6.26,0,10,Clear,clear sky,0
"viirs_point_816902_2023-09-12 00:00:00_-19.93068,135.09901",1694437200,291.4,16,6.85,0,6,Clear,clear sky,0
"viirs_point_816902_2023-09-12 00:00:00_-19.93068,135.09901",1694440800,291.32,15,7.67,0,8,Clear,clear sky,0
"viirs_point_816902_2023-09-12 00:00:00_-19.93068,135.09901",1694444400,290.93,16,8.16,0,7,Clear,clear sky,0
"viirs_point_816902_2023-09-12 00:00:00_-19.93068,135.09901",1694448000,290.08,17,7.92,0,6,Clear,clear sky,0
