viirs_point,dt,temperature,humidity,wind_speed,rain,clouds,weather_main,weather_description,fire
"viirs_point_589729_2023-08-01 00:00:00_-6.67232,26.63359",1690722000,311.05,12,1.16,0,6,Clear,clear sky,0
"viirs_point_589729_2023-08-01 00:00:00_-6.67232,26.63359",1690725600,310.33,12,1.19,0,6,Clear,clear sky,0
"viirs_point_589729_2023-08-01 00:00:00_-6.67232,26.63359",1690729200,309.27,13,1.12,0,7,Clear,clear sky,0
"viirs_point_589729_2023-08-01 00:00:00_-6.67232,26.63359",1690732800,305.82,17,0.67,0,7,Clear,clear sky,0
"viirs_point_589729_2023-08-01 00:00:00_-6.67232,26.63359",1690736400,303.36,20,1.23,0,7,Clear,clear sky,0
"viirs_point_589729_2023-08-01 00:00:00_-6.67232,26.63359",1690740000,301.64,24,1.86,0,5,Clear,clear sky,0
"viirs_point_589729_2023-08-01 00:00:00_-6.67232,26.63359",1690743600,300.68,25,1.91,0,5,Clear,clear sky,0
"viirs_point_589729_2023-08-01 00:00:00_-6.67232,26.63359",1690747200,299.87,26,1.6,0,5,Clear,clear sky,0
"viirs_point_589729_2023-08-01 00:00:00_-6.67232,26.63359",1690750800,299.3,26,1.35,0,5,Clear,clear sky,0
"viirs_point_589729_2023-08-01 00:00:00_-6.67232,26.63359",1690754400,298.5,27,1.59,0,4,Clear,clear sky,0
"viirs_point_589729_2023-08-01 00:00:00_-6.67232,26.63359",1690758000,297.68,28,1.4,0,3,Clear,clear sky,0
"viirs_point_589729_2023-08-01 00:00:00_-6.67232,26.63359",1690761600,296.55,31,0.93,0,9,Clear,clear sky,0
"viirs_point_589729_2023-08-01 00:00:00_-6.67232,26.63359",1690765200,295.77,32,1.13,0,10,Clear,clear sky,0
"viirs_point_589729_2023-08-01 00:00:00_-6.67232,26.63359",1690768800,295.29,33,0.56,0,20,Clouds,few clouds,0
"viirs_point_589729_2023-08-01 00:00:00_-6.67232,26.63359",1690772400,294.95,34,0.71,0,35,Clouds,scattered clouds,0
"viirs_point_589729_2023-08-01 00:00:00_-6.67232,26.63359",1690776000,294.55,34,1.45,0,48,Clouds,scattered clouds,0
"viirs_point_589729_2023-08-01 00:00:00_-6.67232,26.63359",1690779600,294.78,35,1.42,0,44,Clouds,scattered clouds,0
"viirs_point_589729_2023-08-01 00:00:00_-6.67232,26.63359",1690783200,298.27,28,1.49,0,84,Clouds,broken clouds,0
"viirs_point_589729_2023-08-01 00:00:00_-6.67232,26.63359",1690786800,301.88,21,1.69,0,80,Clouds,broken clouds,0
"viirs_point_589729_2023-08-01 00:00:00_-6.67232,26.63359",1690790400,305.04,15,1.9,0,65,Clouds,broken clouds,0
"viirs_point_589729_2023-08-01 00:00:00_-6.67232,26.63359",1690794000,307.23,12,2.21,0,60,Clouds,broken clouds,0
"viirs_point_589729_2023-08-01 00:00:00_-6.67232,26.63359",1690797600,308.39,12,2.53,0,64,Clouds,broken clouds,0
"viirs_point_589729_2023-08-01 00:00:00_-6.67232,26.63359",1690801200,309.07,12,2.61,0,53,Clouds,broken clouds,0
"viirs_point_589729_2023-08-01 00:00:00_-6.67232,26.63359",1690804800,309.27,12,2.66,0,72,Clouds,broken clouds,0
