viirs_point,dt,temperature,humidity,wind_speed,rain,clouds,weather_main,weather_description,fire
"viirs_point_348899_2023-05-21 00:00:00_16.69395,107.01371",1684479600,312.65,31,3.4,0,91,Clouds,overcast clouds,0
"viirs_point_348899_2023-05-21 00:00:00_16.69395,107.01371",1684483200,310.82,37,0.96,0,79,Clouds,broken clouds,0
"viirs_point_348899_2023-05-21 00:00:00_16.69395,107.01371",1684486800,303.87,59,3.91,0,86,Clouds,overcast clouds,0
"viirs_point_348899_2023-05-21 00:00:00_16.69395,107.01371",1684490400,301.9,67,1.97,0,90,Clouds,overcast clouds,0
"viirs_point_348899_2023-05-21 00:00:00_16.69395,107.01371",1684494000,301.97,68,1.46,0,85,Clouds,overcast clouds,0
"viirs_point_348899_2023-05-21 00:00:00_16.69395,107.01371",1684497600,301.49,66,1.36,0,67,Clouds,broken clouds,0
"viirs_point_348899_2023-05-21 00:00:00_16.69395,107.01371",1684501200,302.04,63,0.69,0,62,Clouds,broken clouds,0
"viirs_point_348899_2023-05-21 00:00:00_16.69395,107.01371",1684504800,302.04,63,0.82,0,62,Clouds,broken clouds,0
"viirs_point_348899_2023-05-21 00:00:00_16.69395,107.01371",1684508400,301.18,66,0.76,0,46,Clouds,scattered clouds,0
"viirs_point_348899_2023-05-21 00:00:00_16.69395,107.01371",1684512000,300.95,66,1.29,0,37,Clouds,scattered clouds,0
"viirs_point_348899_2023-05-21 00:00:00_16.69395,107.01371",1684515600,300.59,67,1.53,0,31,Clouds,scattered clouds,0
"viirs_point_348899_2023-05-21 00:00:00_16.69395,107.01371",1684519200,300.44,67,1.85,0,26,Clouds,scattered clouds,0
"viirs_point_348899_2023-05-21 00:00:00_16.69395,107.01371",1684522800,300.05,68,1.79,0,30,Clouds,scattered clouds,0
"viirs_point_348899_2023-05-21 00:00:00_16.69395,107.01371",1684526400,299.62,69,1.96,0,20,Clouds,few clouds,0
"viirs_point_348899_2023-05-21 00:00:00_16.69395,107.01371",1684530000,299.41,70,2.18,0,17,Clouds,few clouds,0
"viirs_point_348899_2023-05-21 00:00:00_16.69395,107.01371",1684533600,299.34,70,2.27,0,16,Clouds,few clouds,0
"viirs_point_348899_2023-05-21 00:00:00_16.69395,107.01371",1684537200,299.7,71,2.37,0,14,Clouds,few clouds,0
"viirs_point_348899_2023-05-21 00:00:00_16.69395,107.01371",1684540800,302.94,62,2.24,0,19,Clouds,few clouds,0
"viirs_point_348899_2023-05-21 00:00:00_16.69395,107.01371",1684544400,306.12,51,2.25,0,6,Clear,clear sky,0
"viirs_point_348899_2023-05-21 00:00:00_16.69395,107.01371",1684548000,308.86,42,2.79,0,6,Clear,clear sky,0
"viirs_point_348899_2023-05-21 00:00:00_16.69395,107.01371",1684551600,310.69,37,3.81,0,7,Clear,clear sky,0
"viirs_point_348899_2023-05-21 00:00:00_16.69395,107.01371",1684555200,311.9,33,4.24,0,8,Clear,clear sky,0
"viirs_point_348899_2023-05-21 00:00:00_16.69395,107.01371",1684558800,312.89,29,3.64,0,9,Clear,clear sky,0
"viirs_point_348899_2023-05-21 00:00:00_16.69395,107.01371",1684562400,313.83,27,2.3,0,42,Clouds,scattered clouds,0
