viirs_point,dt,temperature,humidity,wind_speed,rain,clouds,weather_main,weather_description,fire
"viirs_point_348959_2023-05-21 00:00:00_24.93011,83.12393",1684486800,316.46,12,7.04,0,2,Clear,clear sky,0
"viirs_point_348959_2023-05-21 00:00:00_24.93011,83.12393",1684490400,316.4,12,7.48,0,3,Clear,clear sky,0
"viirs_point_348959_2023-05-21 00:00:00_24.93011,83.12393",1684494000,316.16,11,7.69,0,4,Clear,clear sky,0
"viirs_point_348959_2023-05-21 00:00:00_24.93011,83.12393",1684497600,313.99,12,6.87,0,0,Clear,clear sky,0
"viirs_point_348959_2023-05-21 00:00:00_24.93011,83.12393",1684501200,312.14,14,4.74,0,4,Clear,clear sky,0
"viirs_point_348959_2023-05-21 00:00:00_24.93011,83.12393",1684504800,309.73,16,2.76,0,2,Clear,clear sky,0
"viirs_point_348959_2023-05-21 00:00:00_24.93011,83.12393",1684508400,308.77,17,2.39,0,1,Clear,clear sky,0
"viirs_point_348959_2023-05-21 00:00:00_24.93011,83.12393",1684512000,308.03,18,2.35,0,1,Clear,clear sky,0
"viirs_point_348959_2023-05-21 00:00:00_24.93011,83.12393",1684515600,307.27,19,2.02,0,1,Clear,clear sky,0
"viirs_point_348959_2023-05-21 00:00:00_24.93011,83.12393",1684519200,305.87,23,0.65,0,0,Clear,clear sky,0
"viirs_point_348959_2023-05-21 00:00:00_24.93011,83.12393",1684522800,305.19,24,0.99,0,0,Clear,clear sky,0
"viirs_point_348959_2023-05-21 00:00:00_24.93011,83.12393",1684526400,304.66,24,1.46,0,0,Clear,clear sky,0
"viirs_point_348959_2023-05-21 00:00:00_24.93011,83.12393",1684530000,304.33,24,2.06,0,0,Clear,clear sky,0
"viirs_point_348959_2023-05-21 00:00:00_24.93011,83.12393",1684533600,303.85,25,2.27,0,2,Clear,clear sky,0
"viirs_point_348959_2023-05-21 00:00:00_24.93011,83.12393",1684537200,303.89,25,2.23,0,3,Clear,clear sky,0
"viirs_point_348959_2023-05-21 00:00:00_24.93011,83.12393",1684540800,303.18,28,2.77,0,1,Clear,clear sky,0
"viirs_point_348959_2023-05-21 00:00:00_24.93011,83.12393",1684544400,305.65,24,1.84,0,0,Clear,clear sky,0
"viirs_point_348959_2023-05-21 00:00:00_24.93011,83.12393",1684548000,308.71,19,1.89,0,0,Clear,clear sky,0
"viirs_point_348959_2023-05-21 00:00:00_24.93011,83.12393",1684551600,310.77,16,1.95,0,0,Clear,clear sky,0
"viirs_point_348959_2023-05-21 00:00:00_24.93011,83.12393",1684555200,312.6,13,3.45,0,0,Clear,clear sky,0
"viirs_point_348959_2023-05-21 00:00:00_24.93011,83.12393",1684558800,314.22,11,4.14,0,0,Clear,clear sky,0
"viirs_point_348959_2023-05-21 00:00:00_24.93011,83.12393",1684562400,315.23,11,5.41,0,0,Clear,clear sky,0
"viirs_point_348959_2023-05-21 00:00:00_24.93011,83.12393",1684566000,315.97,10,6.24,0,0,Clear,clear sky,0
"viirs_point_348959_2023-05-21 00:00:00_24.93011,83.12393",1684569600,316.5,9,6.13,0,0,Clear,clear sky,0
