viirs_point,dt,temperature,humidity,wind_speed,rain,clouds,weather_main,weather_description,fire
"viirs_point_991497_2023-10-22 00:00:00_-12.16762,-64.47377",1697828400,313.33,21,0.57,0,100,Clouds,overcast clouds,0
"viirs_point_991497_2023-10-22 00:00:00_-12.16762,-64.47377",1697832000,313.98,20,1.61,0,72,Clouds,broken clouds,0
"viirs_point_991497_2023-10-22 00:00:00_-12.16762,-64.47377",1697835600,310.44,28,2.06,0,80,Clouds,broken clouds,0
"viirs_point_991497_2023-10-22 00:00:00_-12.16762,-64.47377",1697839200,307.84,33,1.7,0,85,Clouds,overcast clouds,0
"viirs_point_991497_2023-10-22 00:00:00_-12.16762,-64.47377",1697842800,305.68,38,1.45,0,81,Clouds,broken clouds,0
"viirs_point_991497_2023-10-22 00:00:00_-12.16762,-64.47377",1697846400,304.52,42,1.24,0,88,Clouds,overcast clouds,0
"viirs_point_991497_2023-10-22 00:00:00_-12.16762,-64.47377",1697850000,302.76,47,0.77,0,43,Clouds,scattered clouds,0
"viirs_point_991497_2023-10-22 00:00:00_-12.16762,-64.47377",1697853600,301.48,51,0.07,0,25,Clouds,scattered clouds,0
"viirs_point_991497_2023-10-22 00:00:00_-12.16762,-64.47377",1697857200,300.74,54,0.72,0,20,Clouds,few clouds,0
"viirs_point_991497_2023-10-22 00:00:00_-12.16762,-64.47377",1697860800,300.78,54,0.56,0,25,Clouds,scattered clouds,0
"viirs_point_991497_2023-10-22 00:00:00_-12.16762,-64.47377",1697864400,300.95,53,0.69,0,35,Clouds,scattered clouds,0
"viirs_point_991497_2023-10-22 00:00:00_-12.16762,-64.47377",1697868000,298.7,61,0.56,0,16,Clouds,few clouds,0
"viirs_point_991497_2023-10-22 00:00:00_-12.16762,-64.47377",1697871600,298.35,62,0.33,0,24,Clouds,few clouds,0
"viirs_point_991497_2023-10-22 00:00:00_-12.16762,-64.47377",1697875200,298.11,63,0.47,0,50,Clouds,scattered clouds,0
"viirs_point_991497_2023-10-22 00:00:00_-12.16762,-64.47377",1697878800,297.89,63,0.83,0,36,Clouds,scattered clouds,0
"viirs_point_991497_2023-10-22 00:00:00_-12.16762,-64.47377",1697882400,297.54,64,1.04,0,29,Clouds,scattered clouds,0
"viirs_point_991497_2023-10-22 00:00:00_-12.16762,-64.47377",1697886000,300.54,55,0.74,0,25,Clouds,scattered clouds,0
"viirs_point_991497_2023-10-22 00:00:00_-12.16762,-64.47377",1697889600,305.19,37,1.23,0,30,Clouds,scattered clouds,0
"viirs_point_991497_2023-10-22 00:00:00_-12.16762,-64.47377",1697893200,308.98,27,1.68,0,0,Clear,clear sky,0
"viirs_point_991497_2023-10-22 00:00:00_-12.16762,-64.47377",1697896800,311.78,21,1.82,0,2,Clear,clear sky,0
"viirs_point_991497_2023-10-22 00:00:00_-12.16762,-64.47377",1697900400,314.51,17,1.36,0,4,Clear,clear sky,0
"viirs_point_991497_2023-10-22 00:00:00_-12.16762,-64.47377",1697904000,315.67,15,1.53,0,6,Clear,clear sky,0
"viirs_point_991497_2023-10-22 00:00:00_-12.16762,-64.47377",1697907600,316.19,14,1.65,0,7,Clear,clear sky,0
"viirs_point_991497_2023-10-22 00:00:00_-12.16762,-64.47377",1697911200,315.87,14,1.89,0,11,Clouds,few clouds,0
