viirs_point,dt,temperature,humidity,wind_speed,rain,clouds,weather_main,weather_description,fire
"viirs_point_573783_2023-07-28 00:00:00_59.98265,-106.81797",1690405200,290.44,46,6.75,0,100,Clouds,overcast clouds,0
"viirs_point_573783_2023-07-28 00:00:00_59.98265,-106.81797",1690408800,292,40,6.37,0,89,Clouds,overcast clouds,0
"viirs_point_573783_2023-07-28 00:00:00_59.98265,-106.81797",1690412400,293.07,36,7.93,0,74,Clouds,broken clouds,0
"viirs_point_573783_2023-07-28 00:00:00_59.98265,-106.81797",1690416000,293.28,35,8.9,0,68,Clouds,broken clouds,0
"viirs_point_573783_2023-07-28 00:00:00_59.98265,-106.81797",1690419600,291.91,40,8.06,0,88,Clouds,overcast clouds,0
"viirs_point_573783_2023-07-28 00:00:00_59.98265,-106.81797",1690423200,290.78,44,7.58,0,94,Clouds,overcast clouds,0
"viirs_point_573783_2023-07-28 00:00:00_59.98265,-106.81797",1690426800,289.59,47,6.15,0,93,Clouds,overcast clouds,0
"viirs_point_573783_2023-07-28 00:00:00_59.98265,-106.81797",1690430400,288.01,51,4.33,0,89,Clouds,overcast clouds,0
"viirs_point_573783_2023-07-28 00:00:00_59.98265,-106.81797",1690434000,287.25,54,3.18,0,87,Clouds,overcast clouds,0
"viirs_point_573783_2023-07-28 00:00:00_59.98265,-106.81797",1690437600,287.45,54,3.18,0,70,Clouds,broken clouds,0
"viirs_point_573783_2023-07-28 00:00:00_59.98265,-106.81797",1690441200,287.23,55,3.12,0,100,Clouds,overcast clouds,0
"viirs_point_573783_2023-07-28 00:00:00_59.98265,-106.81797",1690444800,286.97,55,3.17,0,100,Clouds,overcast clouds,0
"viirs_point_573783_2023-07-28 00:00:00_59.98265,-106.81797",1690448400,286.35,56,3.09,0,96,Clouds,overcast clouds,0
"viirs_point_573783_2023-07-28 00:00:00_59.98265,-106.81797",1690452000,286.39,56,3.01,0,94,Clouds,overcast clouds,0
"viirs_point_573783_2023-07-28 00:00:00_59.98265,-106.81797",1690455600,286.61,56,3.09,0,95,Clouds,overcast clouds,0
"viirs_point_573783_2023-07-28 00:00:00_59.98265,-106.81797",1690459200,286.62,57,3.17,0,86,Clouds,overcast clouds,0
"viirs_point_573783_2023-07-28 00:00:00_59.98265,-106.81797",1690462800,286.82,59,3.03,0,100,Clouds,overcast clouds,0
"viirs_point_573783_2023-07-28 00:00:00_59.98265,-106.81797",1690466400,287.18,60,2.81,0,100,Clouds,overcast clouds,0
"viirs_point_573783_2023-07-28 00:00:00_59.98265,-106.81797",1690470000,287.69,58,3.44,0,100,Clouds,overcast clouds,0
"viirs_point_573783_2023-07-28 00:00:00_59.98265,-106.81797",1690473600,289.23,52,3.56,0,97,Clouds,overcast clouds,0
"viirs_point_573783_2023-07-28 00:00:00_59.98265,-106.81797",1690477200,291.53,43,3.62,0,93,Clouds,overcast clouds,0
"viirs_point_573783_2023-07-28 00:00:00_59.98265,-106.81797",1690480800,292.95,37,4.03,0,92,Clouds,overcast clouds,0
"viirs_point_573783_2023-07-28 00:00:00_59.98265,-106.81797",1690484400,292.94,35,4.87,0,100,Clouds,overcast clouds,0
"viirs_point_573783_2023-07-28 00:00:00_59.98265,-106.81797",1690488000,293.25,34,4.53,0,91,Clouds,overcast clouds,0
