viirs_point,dt,temperature,humidity,wind_speed,rain,clouds,weather_main,weather_description,fire
"viirs_point_978590_2023-10-19 00:00:00_63.43443,80.52",1697572800,279.64,97,4.41,0.13,100,Rain,light rain,0
"viirs_point_978590_2023-10-19 00:00:00_63.43443,80.52",1697576400,280.04,97,4.56,0,100,Clouds,overcast clouds,0
"viirs_point_978590_2023-10-19 00:00:00_63.43443,80.52",1697580000,280.35,96,4.46,0,100,Clouds,overcast clouds,0
"viirs_point_978590_2023-10-19 00:00:00_63.43443,80.52",1697583600,279.93,96,4.67,0,100,Clouds,overcast clouds,0
"viirs_point_978590_2023-10-19 00:00:00_63.43443,80.52",1697587200,280.15,96,4.93,0,100,Clouds,overcast clouds,0
"viirs_point_978590_2023-10-19 00:00:00_63.43443,80.52",1697590800,280.31,96,5.25,0,100,Clouds,overcast clouds,0
"viirs_point_978590_2023-10-19 00:00:00_63.43443,80.52",1697594400,280.72,96,5.57,0,100,Clouds,overcast clouds,0
"viirs_point_978590_2023-10-19 00:00:00_63.43443,80.52",1697598000,281.03,93,6.18,0,100,Clouds,overcast clouds,0
"viirs_point_978590_2023-10-19 00:00:00_63.43443,80.52",1697601600,281.48,89,6.51,0,100,Clouds,overcast clouds,0
"viirs_point_978590_2023-10-19 00:00:00_63.43443,80.52",1697605200,282.13,85,6.42,0,100,Clouds,overcast clouds,0
"viirs_point_978590_2023-10-19 00:00:00_63.43443,80.52",1697608800,282.98,83,6.49,0,97,Clouds,overcast clouds,0
"viirs_point_978590_2023-10-19 00:00:00_63.43443,80.52",1697612400,283.66,80,6.62,0,39,Clouds,scattered clouds,0
"viirs_point_978590_2023-10-19 00:00:00_63.43443,80.52",1697616000,284.13,77,6.47,0,44,Clouds,scattered clouds,0
"viirs_point_978590_2023-10-19 00:00:00_63.43443,80.52",1697619600,284.13,75,6.43,0,50,Clouds,scattered clouds,0
"viirs_point_978590_2023-10-19 00:00:00_63.43443,80.52",1697623200,283.6,76,6.32,0,59,Clouds,broken clouds,0
"viirs_point_978590_2023-10-19 00:00:00_63.43443,80.52",1697626800,282.72,78,5.96,0,60,Clouds,broken clouds,0
"viirs_point_978590_2023-10-19 00:00:00_63.43443,80.52",1697630400,282.18,81,5.8,0,55,Clouds,broken clouds,0
"viirs_point_978590_2023-10-19 00:00:00_63.43443,80.52",1697634000,282.33,80,6.25,0,98,Clouds,overcast clouds,0
"viirs_point_978590_2023-10-19 00:00:00_63.43443,80.52",1697637600,282.42,81,6.35,0,98,Clouds,overcast clouds,0
"viirs_point_978590_2023-10-19 00:00:00_63.43443,80.52",1697641200,282.54,82,6.5,0,99,Clouds,overcast clouds,0
"viirs_point_978590_2023-10-19 00:00:00_63.43443,80.52",1697644800,282.41,82,6.17,0,96,Clouds,overcast clouds,0
"viirs_point_978590_2023-10-19 00:00:00_63.43443,80.52",1697648400,282.43,83,6.03,0,96,Clouds,overcast clouds,0
"viirs_point_978590_2023-10-19 00:00:00_63.43443,80.52",1697652000,282.37,85,6.09,0,96,Clouds,overcast clouds,0
"viirs_point_978590_2023-10-19 00:00:00_63.43443,80.52",1697655600,281.89,86,5.79,0,100,Clouds,overcast clouds,0
