viirs_point,dt,temperature,humidity,wind_speed,rain,clouds,weather_main,weather_description,fire
"viirs_point_615032_2023-08-06 00:00:00_-7.52739,-61.31686",1691172000,310.79,24,1.46,0,28,Clouds,scattered clouds,0
"viirs_point_615032_2023-08-06 00:00:00_-7.52739,-61.31686",1691175600,309.43,27,1.18,0,88,Clouds,overcast clouds,0
"viirs_point_615032_2023-08-06 00:00:00_-7.52739,-61.31686",1691179200,307.62,32,1.18,0,90,Clouds,overcast clouds,0
"viirs_point_615032_2023-08-06 00:00:00_-7.52739,-61.31686",1691182800,306.62,35,0.82,0,84,Clouds,broken clouds,0
"viirs_point_615032_2023-08-06 00:00:00_-7.52739,-61.31686",1691186400,303.82,41,0.6,0,76,Clouds,broken clouds,0
"viirs_point_615032_2023-08-06 00:00:00_-7.52739,-61.31686",1691190000,302.89,40,0.47,0,70,Clouds,broken clouds,0
"viirs_point_615032_2023-08-06 00:00:00_-7.52739,-61.31686",1691193600,300.17,47,1.03,0,46,Clouds,scattered clouds,0
"viirs_point_615032_2023-08-06 00:00:00_-7.52739,-61.31686",1691197200,299.31,48,0.7,0,2,Clear,clear sky,0
"viirs_point_615032_2023-08-06 00:00:00_-7.52739,-61.31686",1691200800,298.56,50,0.29,0,6,Clear,clear sky,0
"viirs_point_615032_2023-08-06 00:00:00_-7.52739,-61.31686",1691204400,297.71,52,0.5,0,4,Clear,clear sky,0
"viirs_point_615032_2023-08-06 00:00:00_-7.52739,-61.31686",1691208000,296.93,55,0.65,0,3,Clear,clear sky,0
"viirs_point_615032_2023-08-06 00:00:00_-7.52739,-61.31686",1691211600,296.33,57,0.72,0,3,Clear,clear sky,0
"viirs_point_615032_2023-08-06 00:00:00_-7.52739,-61.31686",1691215200,295.14,58,0.58,0,18,Clouds,few clouds,0
"viirs_point_615032_2023-08-06 00:00:00_-7.52739,-61.31686",1691218800,295.05,58,0.45,0,88,Clouds,overcast clouds,0
"viirs_point_615032_2023-08-06 00:00:00_-7.52739,-61.31686",1691222400,294.71,58,0.6,0,76,Clouds,broken clouds,0
"viirs_point_615032_2023-08-06 00:00:00_-7.52739,-61.31686",1691226000,294.48,59,1.11,0,82,Clouds,broken clouds,0
"viirs_point_615032_2023-08-06 00:00:00_-7.52739,-61.31686",1691229600,293.89,61,0.87,0,64,Clouds,broken clouds,0
"viirs_point_615032_2023-08-06 00:00:00_-7.52739,-61.31686",1691233200,294.59,62,0.8,0,53,Clouds,broken clouds,0
"viirs_point_615032_2023-08-06 00:00:00_-7.52739,-61.31686",1691236800,299.21,49,0.86,0,67,Clouds,broken clouds,0
"viirs_point_615032_2023-08-06 00:00:00_-7.52739,-61.31686",1691240400,303.5,39,1.07,0,11,Clouds,few clouds,0
"viirs_point_615032_2023-08-06 00:00:00_-7.52739,-61.31686",1691244000,306.72,31,1.35,0,9,Clear,clear sky,0
"viirs_point_615032_2023-08-06 00:00:00_-7.52739,-61.31686",1691247600,308.81,28,1.46,0,12,Clouds,few clouds,0
"viirs_point_615032_2023-08-06 00:00:00_-7.52739,-61.31686",1691251200,310.11,25,1.67,0,11,Clouds,few clouds,0
"viirs_point_615032_2023-08-06 00:00:00_-7.52739,-61.31686",1691254800,310.85,23,1.68,0,9,Clear,clear sky,0
