viirs_point,dt,temperature,humidity,wind_speed,rain,clouds,weather_main,weather_description,fire
"viirs_point_585240_2023-07-31 00:00:00_-13.56079,27.55732",1690635600,303.91,16,1.16,0,0,Clear,clear sky,0
"viirs_point_585240_2023-07-31 00:00:00_-13.56079,27.55732",1690639200,302.92,16,1.18,0,0,Clear,clear sky,0
"viirs_point_585240_2023-07-31 00:00:00_-13.56079,27.55732",1690642800,301.51,18,1.02,0,0,Clear,clear sky,0
"viirs_point_585240_2023-07-31 00:00:00_-13.56079,27.55732",1690646400,296.15,25,0.8,0,0,Clear,clear sky,0
"viirs_point_585240_2023-07-31 00:00:00_-13.56079,27.55732",1690650000,294.24,27,0.4,0,0,Clear,clear sky,0
"viirs_point_585240_2023-07-31 00:00:00_-13.56079,27.55732",1690653600,293.33,29,0.61,0,0,Clear,clear sky,0
"viirs_point_585240_2023-07-31 00:00:00_-13.56079,27.55732",1690657200,292.52,31,1.03,0,0,Clear,clear sky,0
"viirs_point_585240_2023-07-31 00:00:00_-13.56079,27.55732",1690660800,291.66,32,0.79,0,0,Clear,clear sky,0
"viirs_point_585240_2023-07-31 00:00:00_-13.56079,27.55732",1690664400,291.15,33,0.69,0,0,Clear,clear sky,0
"viirs_point_585240_2023-07-31 00:00:00_-13.56079,27.55732",1690668000,290.45,35,0.57,0,0,Clear,clear sky,0
"viirs_point_585240_2023-07-31 00:00:00_-13.56079,27.55732",1690671600,289.25,38,0.6,0,0,Clear,clear sky,0
"viirs_point_585240_2023-07-31 00:00:00_-13.56079,27.55732",1690675200,288.43,38,0.99,0,1,Clear,clear sky,0
"viirs_point_585240_2023-07-31 00:00:00_-13.56079,27.55732",1690678800,287.62,40,0.78,0,2,Clear,clear sky,0
"viirs_point_585240_2023-07-31 00:00:00_-13.56079,27.55732",1690682400,287.15,42,0.63,0,5,Clear,clear sky,0
"viirs_point_585240_2023-07-31 00:00:00_-13.56079,27.55732",1690686000,286.75,43,0.25,0,4,Clear,clear sky,0
"viirs_point_585240_2023-07-31 00:00:00_-13.56079,27.55732",1690689600,286.39,44,0.41,0,12,Clouds,few clouds,0
"viirs_point_585240_2023-07-31 00:00:00_-13.56079,27.55732",1690693200,286.97,44,0.76,0,11,Clouds,few clouds,0
"viirs_point_585240_2023-07-31 00:00:00_-13.56079,27.55732",1690696800,291.45,34,0.01,0,16,Clouds,few clouds,0
"viirs_point_585240_2023-07-31 00:00:00_-13.56079,27.55732",1690700400,296.15,26,0.14,0,3,Clear,clear sky,0
"viirs_point_585240_2023-07-31 00:00:00_-13.56079,27.55732",1690704000,300.19,21,0.56,0,4,Clear,clear sky,0
"viirs_point_585240_2023-07-31 00:00:00_-13.56079,27.55732",1690707600,302.9,17,1.15,0,3,Clear,clear sky,0
"viirs_point_585240_2023-07-31 00:00:00_-13.56079,27.55732",1690711200,303.47,14,2.13,0,2,Clear,clear sky,0
"viirs_point_585240_2023-07-31 00:00:00_-13.56079,27.55732",1690714800,304.38,12,2.3,0,2,Clear,clear sky,0
"viirs_point_585240_2023-07-31 00:00:00_-13.56079,27.55732",1690718400,304.8,11,2.08,0,3,Clear,clear sky,0
