viirs_point,dt,temperature,humidity,wind_speed,rain,clouds,weather_main,weather_description,fire
"viirs_point_988661_2023-10-22 00:00:00_-24.32056,-59.37183",1697781600,293.59,95,2.84,0,72,Clouds,broken clouds,0
"viirs_point_988661_2023-10-22 00:00:00_-24.32056,-59.37183",1697785200,293.58,96,2.99,0,100,Clouds,overcast clouds,0
"viirs_point_988661_2023-10-22 00:00:00_-24.32056,-59.37183",1697788800,293.66,96,2.76,0,97,Clouds,overcast clouds,0
"viirs_point_988661_2023-10-22 00:00:00_-24.32056,-59.37183",1697792400,293.78,95,2.41,0,98,Clouds,overcast clouds,0
"viirs_point_988661_2023-10-22 00:00:00_-24.32056,-59.37183",1697796000,294.24,94,1.82,0,99,Clouds,overcast clouds,0
"viirs_point_988661_2023-10-22 00:00:00_-24.32056,-59.37183",1697799600,295.74,89,1.64,0,99,Clouds,overcast clouds,0
"viirs_point_988661_2023-10-22 00:00:00_-24.32056,-59.37183",1697803200,296.78,83,2.1,0,99,Clouds,overcast clouds,0
"viirs_point_988661_2023-10-22 00:00:00_-24.32056,-59.37183",1697806800,299.86,70,1.42,0,70,Clouds,broken clouds,0
"viirs_point_988661_2023-10-22 00:00:00_-24.32056,-59.37183",1697810400,303.22,57,1.24,0,67,Clouds,broken clouds,0
"viirs_point_988661_2023-10-22 00:00:00_-24.32056,-59.37183",1697814000,305.73,48,1.18,0,64,Clouds,broken clouds,0
"viirs_point_988661_2023-10-22 00:00:00_-24.32056,-59.37183",1697817600,307.14,44,1.48,0,66,Clouds,broken clouds,0
"viirs_point_988661_2023-10-22 00:00:00_-24.32056,-59.37183",1697821200,308.06,40,1.39,0,69,Clouds,broken clouds,0
"viirs_point_988661_2023-10-22 00:00:00_-24.32056,-59.37183",1697824800,306.6,44,0.99,0,85,Clouds,overcast clouds,0
"viirs_point_988661_2023-10-22 00:00:00_-24.32056,-59.37183",1697828400,306.15,46,2.48,0,100,Clouds,overcast clouds,0
"viirs_point_988661_2023-10-22 00:00:00_-24.32056,-59.37183",1697832000,306.55,45,3.14,0,96,Clouds,overcast clouds,0
"viirs_point_988661_2023-10-22 00:00:00_-24.32056,-59.37183",1697835600,305.69,48,3.86,0,89,Clouds,overcast clouds,0
"viirs_point_988661_2023-10-22 00:00:00_-24.32056,-59.37183",1697839200,303.96,53,2.73,0,70,Clouds,broken clouds,0
"viirs_point_988661_2023-10-22 00:00:00_-24.32056,-59.37183",1697842800,301.9,60,2.74,0,56,Clouds,broken clouds,0
"viirs_point_988661_2023-10-22 00:00:00_-24.32056,-59.37183",1697846400,299.06,73,2.6,0,43,Clouds,scattered clouds,0
"viirs_point_988661_2023-10-22 00:00:00_-24.32056,-59.37183",1697850000,299.3,72,2.32,0,68,Clouds,broken clouds,0
"viirs_point_988661_2023-10-22 00:00:00_-24.32056,-59.37183",1697853600,299.76,70,1.64,0,84,Clouds,broken clouds,0
"viirs_point_988661_2023-10-22 00:00:00_-24.32056,-59.37183",1697857200,299.87,69,1.78,0,86,Clouds,overcast clouds,0
"viirs_point_988661_2023-10-22 00:00:00_-24.32056,-59.37183",1697860800,298.86,73,2.36,0,66,Clouds,broken clouds,0
"viirs_point_988661_2023-10-22 00:00:00_-24.32056,-59.37183",1697864400,299.01,72,2.57,0,66,Clouds,broken clouds,0
