viirs_point,dt,temperature,humidity,wind_speed,rain,clouds,weather_main,weather_description,fire
"viirs_point_437116_2023-06-24 00:00:00_-6.23862,-45.14574",1687449600,305.66,37,4.87,0,0,Clear,clear sky,0
"viirs_point_437116_2023-06-24 00:00:00_-6.23862,-45.14574",1687453200,306.32,35,4.54,0,2,Clear,clear sky,0
"viirs_point_437116_2023-06-24 00:00:00_-6.23862,-45.14574",1687456800,306.36,34,4.11,0,4,Clear,clear sky,0
"viirs_point_437116_2023-06-24 00:00:00_-6.23862,-45.14574",1687460400,305.98,34,4.01,0,28,Clouds,scattered clouds,0
"viirs_point_437116_2023-06-24 00:00:00_-6.23862,-45.14574",1687464000,304.78,38,3.17,0,23,Clouds,few clouds,0
"viirs_point_437116_2023-06-24 00:00:00_-6.23862,-45.14574",1687467600,300.88,46,1.82,0,17,Clouds,few clouds,0
"viirs_point_437116_2023-06-24 00:00:00_-6.23862,-45.14574",1687471200,299.56,49,1.6,0,19,Clouds,few clouds,0
"viirs_point_437116_2023-06-24 00:00:00_-6.23862,-45.14574",1687474800,298.81,50,1.58,0,23,Clouds,few clouds,0
"viirs_point_437116_2023-06-24 00:00:00_-6.23862,-45.14574",1687478400,297.44,55,1.71,0,10,Clear,clear sky,0
"viirs_point_437116_2023-06-24 00:00:00_-6.23862,-45.14574",1687482000,296.97,56,1.8,0,5,Clear,clear sky,0
"viirs_point_437116_2023-06-24 00:00:00_-6.23862,-45.14574",1687485600,296.62,57,2.11,0,5,Clear,clear sky,0
"viirs_point_437116_2023-06-24 00:00:00_-6.23862,-45.14574",1687489200,296.48,56,2.65,0,4,Clear,clear sky,0
"viirs_point_437116_2023-06-24 00:00:00_-6.23862,-45.14574",1687492800,296.58,54,3.06,0,5,Clear,clear sky,0
"viirs_point_437116_2023-06-24 00:00:00_-6.23862,-45.14574",1687496400,297.13,52,3.95,0,6,Clear,clear sky,0
"viirs_point_437116_2023-06-24 00:00:00_-6.23862,-45.14574",1687500000,295.57,59,3.34,0,6,Clear,clear sky,0
"viirs_point_437116_2023-06-24 00:00:00_-6.23862,-45.14574",1687503600,295.52,59,4.06,0,5,Clear,clear sky,0
"viirs_point_437116_2023-06-24 00:00:00_-6.23862,-45.14574",1687507200,295.1,62,4.3,0,5,Clear,clear sky,0
"viirs_point_437116_2023-06-24 00:00:00_-6.23862,-45.14574",1687510800,294.92,63,4.31,0,6,Clear,clear sky,0
"viirs_point_437116_2023-06-24 00:00:00_-6.23862,-45.14574",1687514400,295.19,64,4.19,0,13,Clouds,few clouds,0
"viirs_point_437116_2023-06-24 00:00:00_-6.23862,-45.14574",1687518000,297.19,56,5.43,0,11,Clouds,few clouds,0
"viirs_point_437116_2023-06-24 00:00:00_-6.23862,-45.14574",1687521600,299.68,47,6.14,0,4,Clear,clear sky,0
"viirs_point_437116_2023-06-24 00:00:00_-6.23862,-45.14574",1687525200,301.64,41,5.83,0,0,Clear,clear sky,0
"viirs_point_437116_2023-06-24 00:00:00_-6.23862,-45.14574",1687528800,303.26,36,5.59,0,0,Clear,clear sky,0
"viirs_point_437116_2023-06-24 00:00:00_-6.23862,-45.14574",1687532400,304.76,31,5.31,0,0,Clear,clear sky,0
