viirs_point,dt,temperature,humidity,wind_speed,rain,clouds,weather_main,weather_description,fire
"viirs_point_538215_2023-07-21 00:00:00_61.74523,150.62083",1689728400,293.22,35,1.97,0,39,Clouds,scattered clouds,0
"viirs_point_538215_2023-07-21 00:00:00_61.74523,150.62083",1689732000,293.98,34,1.64,0,46,Clouds,scattered clouds,0
"viirs_point_538215_2023-07-21 00:00:00_61.74523,150.62083",1689735600,294.84,33,1.28,0,48,Clouds,scattered clouds,0
"viirs_point_538215_2023-07-21 00:00:00_61.74523,150.62083",1689739200,295.56,31,1.35,0,42,Clouds,scattered clouds,0
"viirs_point_538215_2023-07-21 00:00:00_61.74523,150.62083",1689742800,296.13,31,1.6,0,34,Clouds,scattered clouds,0
"viirs_point_538215_2023-07-21 00:00:00_61.74523,150.62083",1689746400,296.39,29,1.61,0,17,Clouds,few clouds,0
"viirs_point_538215_2023-07-21 00:00:00_61.74523,150.62083",1689750000,296.54,29,2.04,0,3,Clear,clear sky,0
"viirs_point_538215_2023-07-21 00:00:00_61.74523,150.62083",1689753600,296.1,30,2.56,0,4,Clear,clear sky,0
"viirs_point_538215_2023-07-21 00:00:00_61.74523,150.62083",1689757200,294.89,37,2.75,0,27,Clouds,scattered clouds,0
"viirs_point_538215_2023-07-21 00:00:00_61.74523,150.62083",1689760800,292.04,45,2.81,0,40,Clouds,scattered clouds,0
"viirs_point_538215_2023-07-21 00:00:00_61.74523,150.62083",1689764400,289.73,47,2.98,0,52,Clouds,broken clouds,0
"viirs_point_538215_2023-07-21 00:00:00_61.74523,150.62083",1689768000,289.03,51,2.38,0,65,Clouds,broken clouds,0
"viirs_point_538215_2023-07-21 00:00:00_61.74523,150.62083",1689771600,288.46,52,2.48,0,47,Clouds,scattered clouds,0
"viirs_point_538215_2023-07-21 00:00:00_61.74523,150.62083",1689775200,288.07,53,2.4,0,43,Clouds,scattered clouds,0
"viirs_point_538215_2023-07-21 00:00:00_61.74523,150.62083",1689778800,287.76,55,2.29,0,39,Clouds,scattered clouds,0
"viirs_point_538215_2023-07-21 00:00:00_61.74523,150.62083",1689782400,287.44,57,2.49,0,35,Clouds,scattered clouds,0
"viirs_point_538215_2023-07-21 00:00:00_61.74523,150.62083",1689786000,286.87,60,2.77,0,32,Clouds,scattered clouds,0
"viirs_point_538215_2023-07-21 00:00:00_61.74523,150.62083",1689789600,286.79,64,2.83,0,24,Clouds,few clouds,0
"viirs_point_538215_2023-07-21 00:00:00_61.74523,150.62083",1689793200,288.22,62,2.35,0,25,Clouds,scattered clouds,0
"viirs_point_538215_2023-07-21 00:00:00_61.74523,150.62083",1689796800,289.68,57,1.77,0,41,Clouds,scattered clouds,0
"viirs_point_538215_2023-07-21 00:00:00_61.74523,150.62083",1689800400,290.83,53,1.62,0,43,Clouds,scattered clouds,0
"viirs_point_538215_2023-07-21 00:00:00_61.74523,150.62083",1689804000,291.92,50,1.38,0,42,Clouds,scattered clouds,0
"viirs_point_538215_2023-07-21 00:00:00_61.74523,150.62083",1689807600,293.02,47,1.13,0,37,Clouds,scattered clouds,0
"viirs_point_538215_2023-07-21 00:00:00_61.74523,150.62083",1689811200,293.96,44,1.06,0,36,Clouds,scattered clouds,0
