viirs_point,dt,temperature,humidity,wind_speed,rain,clouds,weather_main,weather_description,fire
"viirs_point_660192_2023-08-15 00:00:00_34.01863,-91.61158",1691953200,309.31,40,3.13,0,0,Clear,clear sky,0
"viirs_point_660192_2023-08-15 00:00:00_34.01863,-91.61158",1691956800,309.31,38,2.94,0,8,Clear,clear sky,0
"viirs_point_660192_2023-08-15 00:00:00_34.01863,-91.61158",1691960400,309.31,37,2.99,0,14,Clouds,few clouds,0
"viirs_point_660192_2023-08-15 00:00:00_34.01863,-91.61158",1691964000,310.31,45,3.03,0,32,Clouds,scattered clouds,0
"viirs_point_660192_2023-08-15 00:00:00_34.01863,-91.61158",1691967600,309.31,46,3.04,0,34,Clouds,scattered clouds,0
"viirs_point_660192_2023-08-15 00:00:00_34.01863,-91.61158",1691971200,308.31,56,2.56,0,29,Clouds,scattered clouds,0
"viirs_point_660192_2023-08-15 00:00:00_34.01863,-91.61158",1691974800,305.31,54,2.33,0,52,Clouds,broken clouds,0
"viirs_point_660192_2023-08-15 00:00:00_34.01863,-91.61158",1691978400,304.31,54,1.91,0,47,Clouds,scattered clouds,0
"viirs_point_660192_2023-08-15 00:00:00_34.01863,-91.61158",1691982000,302.31,57,1.5,0,33,Clouds,scattered clouds,0
"viirs_point_660192_2023-08-15 00:00:00_34.01863,-91.61158",1691985600,302.31,60,2.94,0,25,Clouds,scattered clouds,0
"viirs_point_660192_2023-08-15 00:00:00_34.01863,-91.61158",1691989200,302.31,62,3.17,0,20,Clouds,few clouds,0
"viirs_point_660192_2023-08-15 00:00:00_34.01863,-91.61158",1691992800,302.31,69,3.44,0,0,Clear,clear sky,0
"viirs_point_660192_2023-08-15 00:00:00_34.01863,-91.61158",1691996400,301.31,70,3.35,0,0,Clear,clear sky,0
"viirs_point_660192_2023-08-15 00:00:00_34.01863,-91.61158",1692000000,302.31,72,3.35,0,0,Clear,clear sky,0
"viirs_point_660192_2023-08-15 00:00:00_34.01863,-91.61158",1692003600,301.31,74,3.16,0,0,Clear,clear sky,0
"viirs_point_660192_2023-08-15 00:00:00_34.01863,-91.61158",1692007200,301.31,70,3.59,0,0,Clear,clear sky,0
"viirs_point_660192_2023-08-15 00:00:00_34.01863,-91.61158",1692010800,300.31,64,3.44,0,0,Clear,clear sky,0
"viirs_point_660192_2023-08-15 00:00:00_34.01863,-91.61158",1692014400,300.31,67,3.51,0,4,Clear,clear sky,0
"viirs_point_660192_2023-08-15 00:00:00_34.01863,-91.61158",1692018000,300.31,67,3.85,0,0,Clear,clear sky,0
"viirs_point_660192_2023-08-15 00:00:00_34.01863,-91.61158",1692021600,302.31,61,4.52,0,0,Clear,clear sky,0
"viirs_point_660192_2023-08-15 00:00:00_34.01863,-91.61158",1692025200,304.31,54,4.82,0,0,Clear,clear sky,0
"viirs_point_660192_2023-08-15 00:00:00_34.01863,-91.61158",1692028800,305.31,48,4.99,0,0,Clear,clear sky,0
"viirs_point_660192_2023-08-15 00:00:00_34.01863,-91.61158",1692032400,306.31,44,5.02,0,0,Clear,clear sky,0
"viirs_point_660192_2023-08-15 00:00:00_34.01863,-91.61158",1692036000,307.31,41,5.13,0,0,Clear,clear sky,0
