viirs_point,dt,temperature,humidity,wind_speed,rain,clouds,weather_main,weather_description,fire
"viirs_point_649866_2023-08-14 00:00:00_-8.94569,16.99705",1691841600,308.4,11,2.6,0,25,Clouds,scattered clouds,0
"viirs_point_649866_2023-08-14 00:00:00_-8.94569,16.99705",1691845200,308.81,11,2.4,0,71,Clouds,broken clouds,0
"viirs_point_649866_2023-08-14 00:00:00_-8.94569,16.99705",1691848800,308.81,10,2.3,0,58,Clouds,broken clouds,0
"viirs_point_649866_2023-08-14 00:00:00_-8.94569,16.99705",1691852400,308.33,11,2.21,0,48,Clouds,scattered clouds,0
"viirs_point_649866_2023-08-14 00:00:00_-8.94569,16.99705",1691856000,307.35,11,2.13,0,38,Clouds,scattered clouds,0
"viirs_point_649866_2023-08-14 00:00:00_-8.94569,16.99705",1691859600,302.85,14,1.52,0,31,Clouds,scattered clouds,0
"viirs_point_649866_2023-08-14 00:00:00_-8.94569,16.99705",1691863200,300.79,17,1.02,0,47,Clouds,scattered clouds,0
"viirs_point_649866_2023-08-14 00:00:00_-8.94569,16.99705",1691866800,300.15,18,0.89,0,4,Clear,clear sky,0
"viirs_point_649866_2023-08-14 00:00:00_-8.94569,16.99705",1691870400,299.51,18,1.59,0,8,Clear,clear sky,0
"viirs_point_649866_2023-08-14 00:00:00_-8.94569,16.99705",1691874000,298.36,20,1.83,0,19,Clouds,few clouds,0
"viirs_point_649866_2023-08-14 00:00:00_-8.94569,16.99705",1691877600,297.43,21,1.37,0,32,Clouds,scattered clouds,0
"viirs_point_649866_2023-08-14 00:00:00_-8.94569,16.99705",1691881200,297.1,22,1.19,0,45,Clouds,scattered clouds,0
"viirs_point_649866_2023-08-14 00:00:00_-8.94569,16.99705",1691884800,296.03,24,1.11,0,54,Clouds,broken clouds,0
"viirs_point_649866_2023-08-14 00:00:00_-8.94569,16.99705",1691888400,295.67,24,1.83,0,100,Clouds,overcast clouds,0
"viirs_point_649866_2023-08-14 00:00:00_-8.94569,16.99705",1691892000,294.84,26,1.65,0,90,Clouds,overcast clouds,0
"viirs_point_649866_2023-08-14 00:00:00_-8.94569,16.99705",1691895600,294.04,27,1.38,0,66,Clouds,broken clouds,0
"viirs_point_649866_2023-08-14 00:00:00_-8.94569,16.99705",1691899200,293.45,28,1.28,0,51,Clouds,broken clouds,0
"viirs_point_649866_2023-08-14 00:00:00_-8.94569,16.99705",1691902800,293.19,29,1.71,0,42,Clouds,scattered clouds,0
"viirs_point_649866_2023-08-14 00:00:00_-8.94569,16.99705",1691906400,295.27,26,1.42,0,18,Clouds,few clouds,0
"viirs_point_649866_2023-08-14 00:00:00_-8.94569,16.99705",1691910000,299.74,19,1.9,0,4,Clear,clear sky,0
"viirs_point_649866_2023-08-14 00:00:00_-8.94569,16.99705",1691913600,302.58,16,2.74,0,2,Clear,clear sky,0
"viirs_point_649866_2023-08-14 00:00:00_-8.94569,16.99705",1691917200,304.8,14,3.48,0,1,Clear,clear sky,0
"viirs_point_649866_2023-08-14 00:00:00_-8.94569,16.99705",1691920800,306.36,12,3.57,0,1,Clear,clear sky,0
"viirs_point_649866_2023-08-14 00:00:00_-8.94569,16.99705",1691924400,307.7,11,3.31,0,1,Clear,clear sky,0
