viirs_point,dt,temperature,humidity,wind_speed,rain,clouds,weather_main,weather_description,fire
"viirs_point_1022900_2023-10-30 00:00:00_-19.1661,130.91849",1698465600,308.6,4,6.07,0,98,Clouds,overcast clouds,0
"viirs_point_1022900_2023-10-30 00:00:00_-19.1661,130.91849",1698469200,309.35,4,6.47,0,98,Clouds,overcast clouds,0
"viirs_point_1022900_2023-10-30 00:00:00_-19.1661,130.91849",1698472800,309.78,3,6.7,0,93,Clouds,overcast clouds,0
"viirs_point_1022900_2023-10-30 00:00:00_-19.1661,130.91849",1698476400,309.36,3,6.85,0,88,Clouds,overcast clouds,0
"viirs_point_1022900_2023-10-30 00:00:00_-19.1661,130.91849",1698480000,308.54,3,7.02,0,78,Clouds,broken clouds,0
"viirs_point_1022900_2023-10-30 00:00:00_-19.1661,130.91849",1698483600,305.32,4,5.09,0,76,Clouds,broken clouds,0
"viirs_point_1022900_2023-10-30 00:00:00_-19.1661,130.91849",1698487200,301.47,5,5.12,0,79,Clouds,broken clouds,0
"viirs_point_1022900_2023-10-30 00:00:00_-19.1661,130.91849",1698490800,299.83,6,5.01,0,68,Clouds,broken clouds,0
"viirs_point_1022900_2023-10-30 00:00:00_-19.1661,130.91849",1698494400,298.75,6,4.73,0,39,Clouds,scattered clouds,0
"viirs_point_1022900_2023-10-30 00:00:00_-19.1661,130.91849",1698498000,297.94,7,4.66,0,8,Clear,clear sky,0
"viirs_point_1022900_2023-10-30 00:00:00_-19.1661,130.91849",1698501600,297.07,7,4.4,0,8,Clear,clear sky,0
"viirs_point_1022900_2023-10-30 00:00:00_-19.1661,130.91849",1698505200,296.26,8,4.19,0,8,Clear,clear sky,0
"viirs_point_1022900_2023-10-30 00:00:00_-19.1661,130.91849",1698508800,295.57,8,4.17,0,17,Clouds,few clouds,0
"viirs_point_1022900_2023-10-30 00:00:00_-19.1661,130.91849",1698512400,294.89,8,4.59,0,29,Clouds,scattered clouds,0
"viirs_point_1022900_2023-10-30 00:00:00_-19.1661,130.91849",1698516000,294.09,9,4.74,0,18,Clouds,few clouds,0
"viirs_point_1022900_2023-10-30 00:00:00_-19.1661,130.91849",1698519600,293.46,10,4.76,0,12,Clouds,few clouds,0
"viirs_point_1022900_2023-10-30 00:00:00_-19.1661,130.91849",1698523200,293.11,11,4.66,0,21,Clouds,few clouds,0
"viirs_point_1022900_2023-10-30 00:00:00_-19.1661,130.91849",1698526800,293.1,12,4.45,0,29,Clouds,scattered clouds,0
"viirs_point_1022900_2023-10-30 00:00:00_-19.1661,130.91849",1698530400,296.61,10,4.71,0,34,Clouds,scattered clouds,0
"viirs_point_1022900_2023-10-30 00:00:00_-19.1661,130.91849",1698534000,301.06,8,5.85,0,48,Clouds,scattered clouds,0
"viirs_point_1022900_2023-10-30 00:00:00_-19.1661,130.91849",1698537600,304.6,7,5.91,0,75,Clouds,broken clouds,0
"viirs_point_1022900_2023-10-30 00:00:00_-19.1661,130.91849",1698541200,307.31,6,6.08,0,82,Clouds,broken clouds,0
"viirs_point_1022900_2023-10-30 00:00:00_-19.1661,130.91849",1698544800,308.65,5,4.91,0,91,Clouds,overcast clouds,0
"viirs_point_1022900_2023-10-30 00:00:00_-19.1661,130.91849",1698548400,309.55,4,4.22,0,94,Clouds,overcast clouds,0
