viirs_point,dt,temperature,humidity,wind_speed,rain,clouds,weather_main,weather_description,fire
"viirs_point_941051_2023-10-10 00:00:00_34.53551,-79.78725",1696795200,293.56,29,4.63,0,0,Clear,clear sky,0
"viirs_point_941051_2023-10-10 00:00:00_34.53551,-79.78725",1696798800,293.4,30,4.12,0,0,Clear,clear sky,0
"viirs_point_941051_2023-10-10 00:00:00_34.53551,-79.78725",1696802400,292.3,35,2.57,0,0,Clear,clear sky,0
"viirs_point_941051_2023-10-10 00:00:00_34.53551,-79.78725",1696806000,288.28,64,0,0,0,Clear,clear sky,0
"viirs_point_941051_2023-10-10 00:00:00_34.53551,-79.78725",1696809600,286.28,72,0,0,0,Clear,clear sky,0
"viirs_point_941051_2023-10-10 00:00:00_34.53551,-79.78725",1696813200,284.14,86,0,0,0,Clear,clear sky,0
"viirs_point_941051_2023-10-10 00:00:00_34.53551,-79.78725",1696816800,283.05,86,0,0,0,Clear,clear sky,0
"viirs_point_941051_2023-10-10 00:00:00_34.53551,-79.78725",1696820400,282.33,89,0,0,0,Clear,clear sky,0
"viirs_point_941051_2023-10-10 00:00:00_34.53551,-79.78725",1696824000,282.11,90,0,0,0,Clear,clear sky,0
"viirs_point_941051_2023-10-10 00:00:00_34.53551,-79.78725",1696827600,281.3,92,0,0,0,Clear,clear sky,0
"viirs_point_941051_2023-10-10 00:00:00_34.53551,-79.78725",1696831200,280.24,93,0,0,0,Clear,clear sky,0
"viirs_point_941051_2023-10-10 00:00:00_34.53551,-79.78725",1696834800,280.62,94,0,0,0,Clear,clear sky,0
"viirs_point_941051_2023-10-10 00:00:00_34.53551,-79.78725",1696838400,279.46,95,0,0,0,Clear,clear sky,0
"viirs_point_941051_2023-10-10 00:00:00_34.53551,-79.78725",1696842000,279.65,95,0,0,0,Clear,clear sky,0
"viirs_point_941051_2023-10-10 00:00:00_34.53551,-79.78725",1696845600,279.62,96,0,0,0,Clear,clear sky,0
"viirs_point_941051_2023-10-10 00:00:00_34.53551,-79.78725",1696849200,279.54,96,0,0,0,Clear,clear sky,0
"viirs_point_941051_2023-10-10 00:00:00_34.53551,-79.78725",1696852800,280.08,95,0,0,0,Clear,clear sky,0
"viirs_point_941051_2023-10-10 00:00:00_34.53551,-79.78725",1696856400,283.39,79,0,0,0,Clear,clear sky,0
"viirs_point_941051_2023-10-10 00:00:00_34.53551,-79.78725",1696860000,287.65,59,0,0,0,Clear,clear sky,0
"viirs_point_941051_2023-10-10 00:00:00_34.53551,-79.78725",1696863600,290.92,49,2.57,0,0,Clear,clear sky,0
"viirs_point_941051_2023-10-10 00:00:00_34.53551,-79.78725",1696867200,292.8,38,2.57,0,0,Clear,clear sky,0
"viirs_point_941051_2023-10-10 00:00:00_34.53551,-79.78725",1696870800,293.79,35,2.57,0,0,Clear,clear sky,0
"viirs_point_941051_2023-10-10 00:00:00_34.53551,-79.78725",1696874400,294.71,35,3.6,0,0,Clear,clear sky,0
"viirs_point_941051_2023-10-10 00:00:00_34.53551,-79.78725",1696878000,295.07,35,4.63,0,0,Clear,clear sky,0
